Region	Item	Alternative	NatCondA	NatCondB	NatCondC	LearnCondA	LearnCondB	LearnCondC	1a	1b	1c	2a	2b	2c	3a	3b	3c	4a	4b	4c	5a	5b	5c	6a	6b	6c	9a	9b	9c	10a	10b	10c	11a	11b	11c	12a	12b	12c	13a	13b	13c	15a	15b	15c	16a	16b	16c	17a	17b	17c	18a	18b	18c	19a	19b	19c	20a	20b	20c	21a	21b	21c	23a	23b	23c
1	23	123	-0.075519399	-0.073486652	-0.008635477	-0.076446373	-0.175237754	0.016201841		-0.267101431			0.119695301			-0.073053825		0.011135324		0.144758209	-0.162174122		-0.162029163		0.043011535		-0.079043124		-0.128907629		-0.634432431			0.194924096			0.051948522		-0.101909776		0.015123025		-0.877087292			-0.124831196		-0.164057476		0.436655719		0.056186158			-0.111621421					0.237504019			-0.274725507		-0.258063749
2	23	123	-0.461394537	-0.423556437	-0.370205407	-0.40183661	-0.112508347	-0.263005505		-0.5030231			-0.407833957			-0.359812254		-0.382982808		-0.322103847	-0.539806266		-0.418306967		0.399906216		-0.291738753		-0.238492376		-0.03707882			-0.509757631			-0.052519814		-0.351589665		-0.251317382		0.590200087			-0.03677974		-0.553907024		0.193087016		-0.460432313			-0.793604758					-0.728502905			-0.083444703		-0.755299276
3	23	123	0.094986141	0.105833815	0.043585122	1.06143008	1.005325315	0.891442052		0.018357754			0.166167383			0.132976308		0.119949595		0.033892647	0.070022687		0.053277597		0.424812621		1.01194593		1.01194593		2.136129964			0.413903021			0.788388889		0.31534464		0.114950078		2.101864963			1.082562172		-0.244467182		1.123990908		0.840413476			0.254527412					2.542572584			1.68175443		1.314881291
4	23	123	-0.141436733	-0.108688619	0.112866262	0.04122285	-0.317305012	0.111273665		-0.173742438			0.002738782			-0.155062202		-0.102346114		0.090715984	-0.180527353		0.135016539		-0.292313208		-0.134450516		0.416410367		-0.526683442			-0.165359852			-0.175935803		-0.150887382		0.082685272		-0.957185018			0.195321058		0.002388025		0.121799858		-0.326292271			-0.289991562					0.302298402			0.186765721		-0.175800838
5	23	123	0.663465717	0.227821217	0.311824702	0.379329493	0.272622635	0.510049265		0.146693706			0.233934003			0.302835941		0.188829998		0.121935092	1.138101437		0.501714313		0.223216669		0.416311814		0.504986344		0.488154771			0.470605085			0.376896775		0.182619994		0.28117796		0.120540996			0.451639149		-0.029393654		0.47950046		0.157377047			-0.107449411					0.184807447			1.142301864		0.774532296
1	24	124	0.023210783	0.205044942	0.322676677	0.221731487	-0.091407014	-0.016925542	-0.346664047		0.504155064	0.229687585		0.145527257	0.186608809		0.31834771		0.226236628			0.183853255		0.270153479		0.20338214				0.109079058			0.08212604			0.440092377		-0.027051899		-0.035233411		-0.008104505		-0.073936036			-0.329649295		-0.190131534				0.155934021	0.437042471		-0.030232183								-0.048856097	
2	24	124	-0.436388892	-0.338968401	-0.189248726	-0.416326528	-0.499545045	-0.316185218	-0.537427998		-0.082843446	-0.356022033		-0.331445818	-0.415716645		-0.153456914		-0.324368824			-0.353567978		-0.315224498		-0.124957245				-0.602705017			-0.311547691			-0.288283796		-0.381798563		-0.334797779		-0.337781417		0.040955442			-0.425135901		-0.525331706				-0.37740163	-0.642416749		-0.628773414								-0.638505651	
3	24	124	0.025996154	0.128653744	0.125998523	0.103349525	0.248725914	0.637625139	-0.189371348		0.229050636	0.067409831		-0.017666024	0.19994998		0.166610956		0.106555084			0.150752403		0.056027946		0.056604286				-0.028904304			0.153646471			0.827373623		-0.023557867		0.015803534		-0.564230316		2.707186617			1.018919214		0.388957688				-0.126284354	0.176183729		0.192882938								0.341416521	
4	24	124	0.371646513	-0.001882384	0.05355067	-0.0383017	-0.215449678	-0.047939462	0.913926887		-0.025176001	-0.059318255		-0.00577421	0.260330906		0.191602221		0.019293553			-0.023058321		-0.001447397		-0.084862347				0.23311051			-0.069260638			0.086615224		-0.163647572		-0.083924589		-0.374378432		-0.275880623			0.53360975		-0.089472779				-0.025529517	-0.104449466		-0.271326466								-0.472951665	
5	24	124	0.164720226	-0.077207988	0.246881692	0.209074661	0.425465959	0.107035926	0.143412401		0.594012665	-0.071911147		-0.276027014	0.422659424		0.422659424		-0.138441807			-0.015974169		0.05125489		0.414200295				1.510000394			0.277729004			0.554137492		0.06970344		0.047434952		-0.6352538		0.399701501			0.057094947		0.09978274				-0.47923203	-0.503420016		0.180747401								1.129180187	
1	25	125	-0.249466591	-0.223980763	0.24056375	-0.180588895	-0.282600038	-0.3355703	-0.594382285		0.071921827	0.06635659		0.485528318	-0.220374077		0.164241106		-0.103104183			-0.344857343		-0.162047175		-0.10848003		-0.246178108				-0.627898508	-0.260270986		-0.076692449	-0.101646836		-0.201762231		-0.152602185		-0.819225435		-0.719214901	-0.305461788		-0.455605549		0.126024338		-0.178532653		-0.528862399	-0.384619947		0.549754069	0.767093657		-0.851370704		-0.842230701			-0.298013533	
2	25	125	-0.291045612	-0.198770441	-0.434704202	-0.340368313	-0.189364306	-0.678877676	-0.322576428		-0.41741662	-0.248480014		-0.429328813	-0.302080396		-0.457367173		-0.134032897			-0.263507985		-0.2569395		-0.388289371		0.117675033				-1.163019455	-0.282188785		-0.257531295	-0.276058398		-0.584223281		-0.167629003		-0.891530085		-0.887020489	-0.021532857		-0.631405946		0.184292999		-0.376349869		-0.494001429	-0.256651983		-0.527641465	-0.361695025		-1.176766352		-0.70061658			-0.380543979	
3	25	125	0.092880644	-0.020789032	0.311105408	0.052460712	0.471055326	0.946478469	0.028900766		0.665583992	0.145843831		0.047581044	0.103897336		0.220151189		-0.022272934			-0.01930513		-0.115114493		0.285912695		0.764791917				0.149215391	0.17235218		0.472657933	-0.038025698		0.078768478		0.29928092		-0.354518044		1.080412362	-0.109583308		1.90344976		0.50896037		0.273953258		-0.076432467	0.075052354		1.343112876	0.515569445		3.281209196		1.070318869			-0.288075445	
4	25	125	-0.273831528	-0.304399376	-0.173912686	-0.502168838	-0.236550115	-0.422301636	-0.352722025		-0.235931253	-0.170128736		-0.289359006	-0.298643825		0.003552201		-0.272751916			-0.336046835		-0.397918001		-0.314198458		-0.45446237				-0.401297701	-0.394970326		-0.228141275	-0.388408397		-0.355066923		-0.251372051		-0.988066669		-0.236945968	-0.54342732		-0.526717194		-0.35807987		0.107095018		-0.476884874	-0.59234388		-0.442202184	-0.819311133		-0.819260145		0.319481076			-0.438317362	
5	25	125	0.491280983	0.265451166	0.60868167	0.54247197	0.551954982	0.553490038	0.922191547		0.906980325	0.227159404		0.228039645	0.324491999		0.69102504		0.131859618			0.399042714		0.167438853		0.76428549		0.816052837				0.25546359	0.134252163		0.668211733	0.358984834		0.175473246		0.148258176		1.220720998		1.237546251	1.439226724		0.911111354		0.698124257		0.973438731		0.489581116	-0.331489639		0.536174159	0.377203097		-0.056436594		0.724518886			0.372820755	
1	26	126	0.024632086	0.106983988	-0.026335369	0.085838724	0.026544908	-0.111720583					0.156523618			0.057444358		0.271811832		-0.047070156	-0.222547661		-0.005600582		0.313075764		0.178193533		-0.089111117		-0.3195546			0.086113558							0.097953768									0.101393286													-0.006516084		-0.557118267
2	26	126	-0.12568561	-0.158833233	-0.118143016	-0.35713783	-0.249364037	-0.21324645					-0.097872189			-0.219794277		-0.069428137		-0.074081145	-0.181943082		-0.162204886		-0.040477441		-0.333769202		-0.214156457		-0.592305639			-0.115309033							-0.000626234									-0.119697962													-0.380506458		-0.518505147
3	26	126	0.059434322	-0.018158498	-0.16748819	-0.010759623	-0.251852142	-0.176950309					0.055030213			-0.091347209		0.158295347		-0.227092789	-0.039426702		-0.10788359		-0.170863626		0.007378548		-0.309964047		-0.527418293			-0.057274507							0.09876701									-0.033927886													-0.028897794		-0.462676312
4	26	126	0.605165715	0.861507098	0.205331559	0.729789866	0.597820945	0.642114886					0.599371997			1.1236422		0.729108225		0.160774123	0.481223205		0.249888996		0.53700204		0.479643602		0.396495355		0.583582931			0.672877866							0.466123779									0.842684417													0.97993613		0.863155993
5	26	126	0.311147772	0.233690294	0.160425864	0.352636251	0.22906442	0.142989767					0.33535988			0.132020709		0.400779792		0.133288928	0.221515752		0.1875628		0.193568525		0.151425669		0.000461576		0.291943131			0.201681602							0.216136238									0.135223086													0.553846833		0.220138169
1	27	127	-0.095769059	-0.100725767	0.049860109	0.21818839	-0.201064973	-0.128300496		-0.396536397			0.088370713			0.005988383		-0.095769059		0.155504812			-0.055784594		0.063365674		-0.207352732		-0.222802882		-0.735212023			0.052752764							-0.002155958		-0.588940152					0.568104256		-0.049304341		1.160951181			-0.165734376			-1.194637882				0.273330525	0.293813648		-0.640569826
2	27	127	-0.090433322	-0.180281638	-0.06001442	-0.083573581	-0.295052544	-0.156816765		-0.173370886			-0.11158532			-0.255888707		-0.090433322		-0.025364123			-0.094664717		-0.087748346		0.053148273		-0.247643072		0.263185475			-0.067260671							-0.100749591		-0.866672114					-0.002295535		0.966453835		-0.259336455			-0.155512221			-0.892023478				-0.850263027	-0.30157348		-0.551881968
3	27	127	-0.02352177	0.249442416	0.13098156	0.362138237	-0.240906532	0.036813173		0.748908901			0.064335194			-0.064916846		-0.02352177		0.196334015			0.065629104		-0.148394563		0.247097622		-0.10511361		-0.101964864			0.105610809							0.149129956		-0.620822355					0.309878257		0.057679863		-0.326710037			-0.075116394			-0.518948323				0.053460337	0.529438833		0.028909321
4	27	127	0.02118159	0.031458645	0.047655751	0.337418267	0.284578023	0.298931927		-0.091673089			0.192930748			-0.006881723		0.02118159		0.036582953			0.05872855		-0.151931729		0.791407762		-0.111777378		1.288225819			-0.069506256							0.032885263		-0.69224987					0.243268512		0.028502022		-0.025582545			0.012134163			1.630956577				1.984590335	-0.022421474		-0.439540607
5	27	127	0.200582427	0.316191246	0.573879373	0.669358766	0.722404664	0.649143953		0.566971111			0.210409022			0.171193606		0.200582427		0.61883108			0.528927665		0.249601015		0.29372676		0.495374748		1.631867748			0.257965848							0.282442678		0.071906863					0.379546699		0.328408786		0.724273468			-0.04257859			2.163796297				0.220921589	1.33480284		1.918571962
1	28	128	-0.511929528	-0.368266512	-0.220714982	-0.761492056	-0.465038565	-0.573654149	-0.727718399		-0.157224463	-0.311795991		-0.394750159	-0.496274194		-0.110170325		-0.333988642			-0.402544383				-0.404303697							-0.437951586					-0.478776051		-0.236482178		-0.824790878					-0.8378827		0.319749859					-1.021733704							-1.44212206			-0.501299881	
2	28	128	-0.357410087	-0.313973329	0.133128641	-0.434036283	-0.255187201	-0.087213713	-0.405101299		0.399681711	-0.301340026		-0.03692809	-0.365788937		0.036632302		-0.244475027			-0.38347163				0.202992492							-0.280188073					-0.204870894		-0.117690221		-0.747663439					-0.259762736		-0.078368928					-0.274257338							-0.381896309			-0.442793347	
3	28	128	-0.084015772	-0.115623311	0.194451644	0.341614095	-0.079681032	-0.304575718	0.101101494		0.334873534	-0.23203886		-0.09888876	-0.121109951		0.34737016		-0.188430563			-0.042816059				-0.1401707							-0.038801277					-0.315055832		-0.101603065		1.408808717					-0.458500622		-0.247134197					-0.345165154							-0.095761054			0.12577419	
4	28	128	-0.295682909	-0.329797869	0.132742296	-0.630749685	-0.532641288	-0.191767447	-0.403411007		0.333115149	-0.302899989		-0.123668813	-0.180737731		0.188780552		-0.289236892			-0.370358845				-0.002138446							-0.361355227					-0.169299587		-0.284716277		-0.905165711					-0.403864308		-0.392153296					-0.625728117							-0.948663124			-0.505032455	
5	28	128	0.055081255	0.144831956	0.204386474	0.234093541	0.315028783	-0.258737271	0.30223465		0.008934211	-0.085749503		0.090929805	-0.051241383		0.513295406		0.03562142			0.254042491				-0.086580592							0.247038937					-0.244871058		0.065118479		0.918158123					-0.444760162		-0.008444793					-0.462916435							0.706106146			0.4973353	
1	29	129	-0.160279736	0.175112968	0.105426247	-0.054883613	-0.524297919	0.139506948	-0.327269458		0.188612796	-0.014395553		0.067635458	-0.139174196		0.060030487		0.225661894			0.124564042		-0.207638046		-0.123875426		-0.041292744		-0.523933798		-0.522093863	-0.145460877		-0.162252489	-0.020428616		-0.20397056		-0.169147375		-0.61137056		0.739561997	-0.578667407		-0.645209247		-0.497168832		0.52246072		-0.428805958	-0.099986422		0.283828484	1.171072489		2.318379589		-1.161039186			-0.75284146	
2	29	129	-0.325141404	-0.18939378	-0.229128625	-0.100824768	0.419896941	-0.05349455	-0.438424349		-0.254032517	-0.202559871		-0.180581979	-0.334439993		-0.252771381		-0.162757059			-0.2160305		-0.261631354		-0.157467925		0.215526874		-0.296525834		-0.895082854	-0.330227268		-0.24880358	-0.323927587		-0.209294916		-0.167753147		0.752363953		1.027619853	-0.2989704		-0.422031945		-0.395400625		-0.326538365		-0.276227391	-0.324381941		-0.056410181	0.502415885		0.756247987		3.12350285			-0.676391244	
3	29	129	0.199240658	0.485850893	0.231475963	0.362163009	0.295299658	0.321147402	0.126696443		0.245389318	0.338359901		0.353291818	0.132665631		0.095746752		0.300247022			0.671454764		0.210136973		0.408309728		0.417590309		-0.191826306		-0.024920832	0.201681997		0.185004671	0.441448233		-0.059131639		0.416349826		-0.423551788		1.04472402	0.161942902		0.145248404		0.103026452		1.759362781		0.291046007	0.143809185		0.510884357	0.956463101		0.389161897		-0.214537366			0.754069072	
4	29	129	-0.174316882	-0.024678522	-0.140450981	-0.311896766	0.316400841	-0.305565149	-0.271945763		-0.138767624	0.005286752		-0.164302043	-0.256291634		-0.118283275		-0.039965354			-0.00939169		-0.255256606		-0.25847849		-0.130133907		-0.639009846		-0.544416691	-0.167349917		-0.115304824	-0.128096706		-0.326131243		-0.050676011		-0.533105964		0.027677048	-0.428092109		-0.522116252		-0.187605642		-0.042425777		-0.092698381	-0.17219055		-0.039727175	-0.441543423		-0.878890335		2.201931404			-0.251511638	
5	29	129	0.058888634	0.412132167	0.152495237	0.301328377	0.075892187	0.333814467	0.009721185		0.392131378	0.165344656		-0.139144232	0.00160006		0.204498565		0.322550021			0.501714313		-0.013048197		-0.114702203		0.270678479		0.488441311		0.601916763	0.309094431		0.244365184	0.117549212		-0.163860355		0.147650751		0.942374053		-0.150959606	0.351411057		0.540975195		-0.187852627		0.221544203		0.321682737	-0.302164909		0.497728559	0.596754231		1.22718393		-0.024867673			0.173852003	
1	30	130	0.267506269	0.005158526	0.057128815	-0.079005148	0.075312814	-0.052743884		-0.201672601			0.174868212			0.042279968		0.173238231		0.189575387	0.361774308		-0.075317758		0.096000229									0.176261753			-0.000320667				-0.018116516		-0.318699428							0.666483537					0.423322184							-0.513205719	-0.079005148		-0.346136837
2	30	130	-0.182973541	-0.202417638	-0.034376436	-0.580760607	-0.199125568	-0.359821966		-0.305598641			-0.181553057			-0.120101217		-0.118575028		0.008447923	-0.247372054		-0.077200795		-0.1744507									-0.232138414			-0.159232639				-0.100755783		-0.606982672							0.19795229					0.177176583							-0.95126567	-0.580760607		-0.585218699
3	30	130	0.029543514	-0.011893751	0.030068154	0.813085752	0.054844123	-0.24864202		-0.002107239			0.013380852			-0.046954867		-0.021660913		0.129464041	0.080747942		-0.069327732		0.453202837									-0.06125341			0.412467935				-0.084486937		-0.388333332							0.008696388					-0.141863414							-0.530514151	0.813085752		-0.38826338
4	30	130	0.248503577	0.31682695	0.524085295	0.183560245	0.41737847	0.683425084		0.300060082			0.293799258			0.35662151		0.167800349		0.35025112	0.329206805		0.697919469		0.651032676									0.174318941			1.082045987				0.14900175		0.138832474							0.429538235					0.040662271							1.421005688	0.183560245		0.734154662
5	30	130	0.109608694	0.221689616	0.173874194	0.259226808	0.237711536	0.484632728		0.366395569			0.151639099			0.14703418		0.02851437		-0.03695274	0.190703018		0.384701128		0.22775084									0.261752914			0.535877004				-0.252925931		0.508278963							0.21707155					-0.34510204							1.729270212	0.259226808		0.24511508
