Participant	List	Ambiguity	PreIncongruent	IncongruentAmbiguous	Completed	Trial	Region	LengthofRegion	RT	Subject1	Group1	Level1	EITLevel1	EITScore1	Block1	PresentationOrder	FlankerCorrect	FlankerRT	ComprehensionCheckCorrect	TrimmingHigh	Trimming	NoZeroRTs	Sdev	mean	Max	Outliers	OutliersRemoved	OutliersRemoved	ComprehensionQuestionCalculator	SumCorrectby5	TotalAnswered	PercentCorrect	Length(x-axis)	RT(pre-lineoffit)	ResSlope	ResIntercept	ResExpected	Residual	JegerskiMcCormickStep1	JegerskiMcCormickStep2	JegerskiMcCormickStep3		
12	2	1	1	1	1	28	5	12	1.201322844	12	2	2	3	80	0	3	1	0.485112732	0	 	 	1.201322844	0.458337767	0.773502884	1.919347302	 	1.201322844	1.201322844	0	115	150	0.866666667	12	1.201322844	0.06452978	0.139143999	0.913501353	0.287821491	28	8	1	15	15
12	2	1	1	1	1	29	1	16	1.151191855	12	2	2	3	80	0	25	1	0.468454932	1	 	 	1.151191855	0.458337767	0.773502884	1.919347302	 	1.151191855	1.151191855	1	115	150	0.866666667	16	1.151191855	0.06452978	0.139143999	1.171620471	-0.020428616	29	9	1	15	15
12	2	1	1	1	1	29	2	7	0.266924869	12	2	2	3	80	0	25	1	0.468454932	1	 	 	0.266924869	0.458337767	0.773502884	1.919347302	 	0.266924869	0.266924869	1	115	150	0.866666667	7	0.266924869	0.06452978	0.139143999	0.590852456	-0.323927587	29	9	1	15	15
12	2	1	1	1	1	29	3	6	0.967770909	12	2	2	3	80	0	25	1	0.468454932	1	 	 	0.967770909	0.458337767	0.773502884	1.919347302	 	0.967770909	0.967770909	1	115	150	0.866666667	6	0.967770909	0.06452978	0.139143999	0.526322676	0.441448233	29	9	1	15	15
12	2	1	1	1	1	29	4	5	0.333696191	12	2	2	3	80	0	25	1	0.468454932	1	 	 	0.333696191	0.458337767	0.773502884	1.919347302	 	0.333696191	0.333696191	1	115	150	0.866666667	5	0.333696191	0.06452978	0.139143999	0.461792897	-0.128096706	29	9	1	15	15
12	2	1	1	1	1	29	5	18	1.418229242	12	2	2	3	80	0	25	1	0.468454932	1	 	 	1.418229242	0.458337767	0.773502884	1.919347302	 	1.418229242	1.418229242	1	115	150	0.866666667	18	1.418229242	0.06452978	0.139143999	1.30068003	0.117549212	29	9	1	15	15
12	2	1	0	0	1	30	1	10	0.784121127	12	2	2	3	80	0	7	1	0.618711433	1	 	 	0.784121127	0.458337767	0.773502884	1.919347302	 	0.784121127	0.784121127	1	115	150	0.866666667	10	0.784121127	0.06452978	0.139143999	0.784441794	-0.000320667	30	10	1	15	15
12	2	1	0	0	1	30	2	6	0.367090037	12	2	2	3	80	0	7	1	0.618711433	1	 	 	0.367090037	0.458337767	0.773502884	1.919347302	 	0.367090037	0.367090037	1	115	150	0.866666667	6	0.367090037	0.06452978	0.139143999	0.526322676	-0.159232639	30	10	1	15	15
12	2	1	0	0	1	30	3	8	1.06785017	12	2	2	3	80	0	7	1	0.618711433	1	 	 	1.06785017	0.458337767	0.773502884	1.919347302	 	1.06785017	1.06785017	1	115	150	0.866666667	8	1.06785017	0.06452978	0.139143999	0.655382235	0.412467935	30	10	1	15	15
12	2	1	0	0	1	30	4	9	1.801958002	12	2	2	3	80	0	7	1	0.618711433	1	 	 	1.801958002	0.458337767	0.773502884	1.919347302	 	1.801958002	1.801958002	1	115	150	0.866666667	9	1.801958002	0.06452978	0.139143999	0.719912015	1.082045987	30	10	1	15	15
12	2	1	0	0	1	30	5	11	1.384848578	12	2	2	3	80	0	7	1	0.618711433	1	 	 	1.384848578	0.458337767	0.773502884	1.919347302	 	1.384848578	1.384848578	1	115	150	0.866666667	11	1.384848578	0.06452978	0.139143999	0.848971574	0.535877004	30	10	1	15	15
12	2	0	1	0	1	102	1	12	1.201253947	12	2	2	3	80	0	12	1	0.451797662	1	 	 	1.201253947	0.458337767	0.773502884	1.919347302	 	1.201253947	1.201253947	1	115	150	0.866666667	12	1.201253947	0.06452978	0.139143999	0.913501353	0.287752594	2	2	1	8	15
12	2	0	1	0	1	102	2	8	0.283637237	12	2	2	3	80	0	12	1	0.451797662	1	 	 	0.283637237	0.458337767	0.773502884	1.919347302	 	0.283637237	0.283637237	1	115	150	0.866666667	8	0.283637237	0.06452978	0.139143999	0.655382235	-0.371744998	2	2	1	8	15
12	2	0	1	0	1	102	3	6	0.901001685	12	2	2	3	80	0	12	1	0.451797662	1	 	 	0.901001685	0.458337767	0.773502884	1.919347302	 	0.901001685	0.901001685	1	115	150	0.866666667	6	0.901001685	0.06452978	0.139143999	0.526322676	0.374679009	2	2	1	8	8
12	2	0	1	0	1	102	4	7	0.967733072	12	2	2	3	80	0	12	1	0.451797662	1	 	 	0.967733072	0.458337767	0.773502884	1.919347302	 	0.967733072	0.967733072	1	115	150	0.866666667	7	0.967733072	0.06452978	0.139143999	0.590852456	0.376880616	2	2	1	8	8
12	2	0	1	0	1	102	5	9	0.86761569	12	2	2	3	80	0	12	1	0.451797662	1	 	 	0.86761569	0.458337767	0.773502884	1.919347302	 	0.86761569	0.86761569	1	115	150	0.866666667	9	0.86761569	0.06452978	0.139143999	0.719912015	0.147703675	2	2	1	8	8
12	2	0	1	0	1	103	2	4	0.383766349	12	2	2	3	80	0	2	1	0.501885481	1	 	 	0.383766349	0.458337767	0.773502884	1.919347302	 	0.383766349	0.383766349	1	115	150	0.866666667	4	0.383766349	0.06452978	0.139143999	0.397263117	-0.013496768	3	3	1	8	8
12	2	0	1	0	1	103	3	7	0.667404005	12	2	2	3	80	0	2	1	0.501885481	1	 	 	0.667404005	0.458337767	0.773502884	1.919347302	 	0.667404005	0.667404005	1	115	150	0.866666667	7	0.667404005	0.06452978	0.139143999	0.590852456	0.076551549	3	3	1	8	8
12	2	0	1	0	1	103	4	7	0.734136863	12	2	2	3	80	0	2	1	0.501885481	1	 	 	0.734136863	0.458337767	0.773502884	1.919347302	 	0.734136863	0.734136863	1	115	150	0.866666667	7	0.734136863	0.06452978	0.139143999	0.590852456	0.143284407	3	3	1	8	8
12	2	0	1	0	1	103	5	11	0.834266699	12	2	2	3	80	0	2	1	0.501885481	1	 	 	0.834266699	0.458337767	0.773502884	1.919347302	 	0.834266699	0.834266699	1	115	150	0.866666667	11	0.834266699	0.06452978	0.139143999	0.848971574	-0.014704875	3	3	1	8	8
12	2	0	1	0	1	106	1	10	1.067760605	12	2	2	3	80	0	44	0	0.30154259	0	 	 	1.067760605	0.458337767	0.773502884	1.919347302	 	1.067760605	1.067760605	0	115	150	0.866666667	10	1.067760605	0.06452978	0.139143999	0.784441794	0.283318811	6	6	1	8	8
12	2	0	1	0	1	106	2	5	0.266966008	12	2	2	3	80	0	44	0	0.30154259	0	 	 	0.266966008	0.458337767	0.773502884	1.919347302	 	0.266966008	0.266966008	0	115	150	0.866666667	5	0.266966008	0.06452978	0.139143999	0.461792897	-0.194826889	6	6	1	8	8
12	2	0	1	0	1	106	3	10	0.717461161	12	2	2	3	80	0	44	0	0.30154259	0	 	 	0.717461161	0.458337767	0.773502884	1.919347302	 	0.717461161	0.717461161	0	115	150	0.866666667	10	0.717461161	0.06452978	0.139143999	0.784441794	-0.066980633	6	6	1	8	8
12	2	0	1	0	1	106	4	5	0.667402485	12	2	2	3	80	0	44	0	0.30154259	0	 	 	0.667402485	0.458337767	0.773502884	1.919347302	 	0.667402485	0.667402485	0	115	150	0.866666667	5	0.667402485	0.06452978	0.139143999	0.461792897	0.205609588	6	6	1	8	8
12	2	0	1	0	1	106	5	10	0.650714698	12	2	2	3	80	0	44	0	0.30154259	0	 	 	0.650714698	0.458337767	0.773502884	1.919347302	 	0.650714698	0.650714698	0	115	150	0.866666667	10	0.650714698	0.06452978	0.139143999	0.784441794	-0.133727096	6	6	1	8	8
12	2	0	1	0	1	107	1	15	1.051046279	12	2	2	3	80	0	70	1	0.568647076	1	 	 	1.051046279	0.458337767	0.773502884	1.919347302	 	1.051046279	1.051046279	1	115	150	0.866666667	15	1.051046279	0.06452978	0.139143999	1.107090692	-0.056044413	7	7	1	8	8
12	2	0	1	0	1	107	2	6	0.300381963	12	2	2	3	80	0	70	1	0.568647076	1	 	 	0.300381963	0.458337767	0.773502884	1.919347302	 	0.300381963	0.300381963	1	115	150	0.866666667	6	0.300381963	0.06452978	0.139143999	0.526322676	-0.225940713	7	7	1	8	8
12	2	0	1	0	1	107	3	15	1.017787441	12	2	2	3	80	0	70	1	0.568647076	1	 	 	1.017787441	0.458337767	0.773502884	1.919347302	 	1.017787441	1.017787441	1	115	150	0.866666667	15	1.017787441	0.06452978	0.139143999	1.107090692	-0.089303251	7	7	1	8	8
12	2	0	1	0	1	107	4	8	1.585078327	12	2	2	3	80	0	70	1	0.568647076	1	 	 	1.585078327	0.458337767	0.773502884	1.919347302	 	1.585078327	1.585078327	1	115	150	0.866666667	8	1.585078327	0.06452978	0.139143999	0.655382235	0.929696092	7	7	1	8	8
12	2	0	1	0	1	107	5	6	0.684061102	12	2	2	3	80	0	70	1	0.568647076	1	 	 	0.684061102	0.458337767	0.773502884	1.919347302	 	0.684061102	0.684061102	1	115	150	0.866666667	6	0.684061102	0.06452978	0.139143999	0.526322676	0.157738426	7	7	1	8	8
12	2	0	1	0	1	110	1	19	1.151198861	12	2	2	3	80	0	69	1	0.53520322	1	 	 	1.151198861	0.458337767	0.773502884	1.919347302	 	1.151198861	1.151198861	1	115	150	0.866666667	19	1.151198861	0.06452978	0.139143999	1.36520981	-0.214010949	10	10	1	8	8
12	2	0	1	0	1	110	2	8	0.650731877	12	2	2	3	80	0	69	1	0.53520322	1	 	 	0.650731877	0.458337767	0.773502884	1.919347302	 	0.650731877	0.650731877	1	115	150	0.866666667	8	0.650731877	0.06452978	0.139143999	0.655382235	-0.004650358	10	10	1	8	8
12	2	0	1	0	1	110	3	8	0.634015786	12	2	2	3	80	0	69	1	0.53520322	1	 	 	0.634015786	0.458337767	0.773502884	1.919347302	 	0.634015786	0.634015786	1	115	150	0.866666667	8	0.634015786	0.06452978	0.139143999	0.655382235	-0.021366449	10	10	1	8	8
12	2	0	1	0	1	110	4	6	0.333697544	12	2	2	3	80	0	69	1	0.53520322	1	 	 	0.333697544	0.458337767	0.773502884	1.919347302	 	0.333697544	0.333697544	1	115	150	0.866666667	6	0.333697544	0.06452978	0.139143999	0.526322676	-0.192625132	10	10	1	8	8
12	2	0	1	0	1	110	5	23	2.135646385	12	2	2	3	80	0	69	1	0.53520322	1	 	 	2.135646385	0.458337767	0.773502884	1.919347302	1	1.919347302	2.135646385	1	115	150	0.866666667	23	1.919347302	0.06452978	0.139143999	1.623328928	0.296018374	10	10	1	8	8
12	2	0	1	0	1	121	1	12	0.950978381	12	2	2	3	80	1	39	1	0.652285699	0	 	 	0.950978381	0.458337767	0.773502884	1.919347302	 	0.950978381	0.950978381	0	115	150	0.866666667	12	0.950978381	0.06452978	0.139143999	0.913501353	0.037477028	21	1	1	8	8
12	2	0	1	0	1	121	2	6	0.21691709	12	2	2	3	80	1	39	1	0.652285699	0	 	 	0.21691709	0.458337767	0.773502884	1.919347302	 	0.21691709	0.21691709	0	115	150	0.866666667	6	0.21691709	0.06452978	0.139143999	0.526322676	-0.309405586	21	1	1	8	8
12	2	0	1	0	1	121	3	9	0.433800019	12	2	2	3	80	1	39	1	0.652285699	0	 	 	0.433800019	0.458337767	0.773502884	1.919347302	 	0.433800019	0.433800019	0	115	150	0.866666667	9	0.433800019	0.06452978	0.139143999	0.719912015	-0.286111996	21	1	1	8	8
12	2	0	1	0	1	121	4	6	0.216902638	12	2	2	3	80	1	39	1	0.652285699	0	 	 	0.216902638	0.458337767	0.773502884	1.919347302	 	0.216902638	0.216902638	0	115	150	0.866666667	6	0.216902638	0.06452978	0.139143999	0.526322676	-0.309420038	21	1	1	8	8
12	2	0	1	0	1	121	5	14	0.166843486	12	2	2	3	80	1	39	1	0.652285699	0	 	 	0.166843486	0.458337767	0.773502884	1.919347302	 	0.166843486	0.166843486	0	115	150	0.866666667	14	0.166843486	0.06452978	0.139143999	1.042560912	-0.875717426	21	1	1	8	8
12	2	0	1	0	1	124	1	13	0.950979234	12	2	2	3	80	1	31	1	0.435067741	1	 	 	0.950979234	0.458337767	0.773502884	1.919347302	 	0.950979234	0.950979234	1	115	150	0.866666667	13	0.950979234	0.06452978	0.139143999	0.978031133	-0.027051899	24	4	1	8	8
12	2	0	1	0	1	124	2	11	0.467173011	12	2	2	3	80	1	31	1	0.435067741	1	 	 	0.467173011	0.458337767	0.773502884	1.919347302	 	0.467173011	0.467173011	1	115	150	0.866666667	11	0.467173011	0.06452978	0.139143999	0.848971574	-0.381798563	24	4	1	8	8
12	2	0	1	0	1	124	3	7	0.567294589	12	2	2	3	80	1	31	1	0.435067741	1	 	 	0.567294589	0.458337767	0.773502884	1.919347302	 	0.567294589	0.567294589	1	115	150	0.866666667	7	0.567294589	0.06452978	0.139143999	0.590852456	-0.023557867	24	4	1	8	8
12	2	0	1	0	1	124	4	4	0.233615545	12	2	2	3	80	1	31	1	0.435067741	1	 	 	0.233615545	0.458337767	0.773502884	1.919347302	 	0.233615545	0.233615545	1	115	150	0.866666667	4	0.233615545	0.06452978	0.139143999	0.397263117	-0.163647572	24	4	1	8	8
12	2	0	1	0	1	124	5	19	1.43491325	12	2	2	3	80	1	31	1	0.435067741	1	 	 	1.43491325	0.458337767	0.773502884	1.919347302	 	1.43491325	1.43491325	1	115	150	0.866666667	19	1.43491325	0.06452978	0.139143999	1.36520981	0.06970344	24	4	1	8	8
12	2	0	1	0	1	125	1	17	1.03438802	12	2	2	3	80	1	14	1	0.768840181	1	 	 	1.03438802	0.458337767	0.773502884	1.919347302	 	1.03438802	1.03438802	1	115	150	0.866666667	17	1.03438802	0.06452978	0.139143999	1.236150251	-0.201762231	25	5	1	8	8
12	2	0	1	0	1	125	2	10	0.200218513	12	2	2	3	80	1	14	1	0.768840181	1	 	 	0.200218513	0.458337767	0.773502884	1.919347302	 	0.200218513	0.200218513	1	115	150	0.866666667	10	0.200218513	0.06452978	0.139143999	0.784441794	-0.584223281	25	5	1	8	8
12	2	0	1	0	1	125	3	8	0.734150713	12	2	2	3	80	1	14	1	0.768840181	1	 	 	0.734150713	0.458337767	0.773502884	1.919347302	 	0.734150713	0.734150713	1	115	150	0.866666667	8	0.734150713	0.06452978	0.139143999	0.655382235	0.078768478	25	5	1	8	8
12	2	0	1	0	1	125	4	8	0.300315312	12	2	2	3	80	1	14	1	0.768840181	1	 	 	0.300315312	0.458337767	0.773502884	1.919347302	 	0.300315312	0.300315312	1	115	150	0.866666667	8	0.300315312	0.06452978	0.139143999	0.655382235	-0.355066923	25	5	1	8	8
12	2	0	1	0	1	125	5	14	1.218034158	12	2	2	3	80	1	14	1	0.768840181	1	 	 	1.218034158	0.458337767	0.773502884	1.919347302	 	1.218034158	1.218034158	1	115	150	0.866666667	14	1.218034158	0.06452978	0.139143999	1.042560912	0.175473246	25	5	1	8	8
12	2	0	1	0	1	128	1	20	0.950963538	12	2	2	3	80	1	32	1	0.501828618	1	 	 	0.950963538	0.458337767	0.773502884	1.919347302	 	0.950963538	0.950963538	1	115	150	0.866666667	20	0.950963538	0.06452978	0.139143999	1.429739589	-0.478776051	28	8	1	8	8
12	2	0	1	0	1	128	2	8	0.450511341	12	2	2	3	80	1	32	1	0.501828618	1	 	 	0.450511341	0.458337767	0.773502884	1.919347302	 	0.450511341	0.450511341	1	115	150	0.866666667	8	0.450511341	0.06452978	0.139143999	0.655382235	-0.204870894	28	8	1	8	8
12	2	0	1	0	1	128	3	11	0.533915742	12	2	2	3	80	1	32	1	0.501828618	1	 	 	0.533915742	0.458337767	0.773502884	1.919347302	 	0.533915742	0.533915742	1	115	150	0.866666667	11	0.533915742	0.06452978	0.139143999	0.848971574	-0.315055832	28	8	1	8	8
12	2	0	1	0	1	128	4	9	0.550612428	12	2	2	3	80	1	32	1	0.501828618	1	 	 	0.550612428	0.458337767	0.773502884	1.919347302	 	0.550612428	0.550612428	1	115	150	0.866666667	9	0.550612428	0.06452978	0.139143999	0.719912015	-0.169299587	28	8	1	8	8
12	2	0	1	0	1	128	5	5	0.216921839	12	2	2	3	80	1	32	1	0.501828618	1	 	 	0.216921839	0.458337767	0.773502884	1.919347302	 	0.216921839	0.216921839	1	115	150	0.866666667	5	0.216921839	0.06452978	0.139143999	0.461792897	-0.244871058	28	8	1	8	8
12	2	0	1	0	1	129	1	16	0.967649911	12	2	2	3	80	1	47	1	0.585257224	1	 	 	0.967649911	0.458337767	0.773502884	1.919347302	 	0.967649911	0.967649911	1	115	150	0.866666667	16	0.967649911	0.06452978	0.139143999	1.171620471	-0.20397056	29	9	1	8	8
12	2	0	1	0	1	129	2	6	0.31702776	12	2	2	3	80	1	47	1	0.585257224	1	 	 	0.31702776	0.458337767	0.773502884	1.919347302	 	0.31702776	0.31702776	1	115	150	0.866666667	6	0.31702776	0.06452978	0.139143999	0.526322676	-0.209294916	29	9	1	8	8
12	2	0	1	0	1	129	3	6	0.467191037	12	2	2	3	80	1	47	1	0.585257224	1	 	 	0.467191037	0.458337767	0.773502884	1.919347302	 	0.467191037	0.467191037	1	115	150	0.866666667	6	0.467191037	0.06452978	0.139143999	0.526322676	-0.059131639	29	9	1	8	8
12	2	0	1	0	1	129	4	6	0.200191433	12	2	2	3	80	1	47	1	0.585257224	1	 	 	0.200191433	0.458337767	0.773502884	1.919347302	 	0.200191433	0.200191433	1	115	150	0.866666667	6	0.200191433	0.06452978	0.139143999	0.526322676	-0.326131243	29	9	1	8	8
12	2	0	1	0	1	129	5	19	1.201349455	12	2	2	3	80	1	47	1	0.585257224	1	 	 	1.201349455	0.458337767	0.773502884	1.919347302	 	1.201349455	1.201349455	1	115	150	0.866666667	19	1.201349455	0.06452978	0.139143999	1.36520981	-0.163860355	29	9	1	8	8
12	2	1	0	0	1	1	1	12	1.017704399	12	2	2	3	80	1	23	1	0.535182056	1	 	 	1.017704399	0.458337767	0.773502884	1.919347302	 	1.017704399	1.017704399	1	115	150	0.766666667	12	1.017704399	0.06452978	0.139143999	0.913501353	0.104203046	1	1	1	14.4	8
12	2	1	1	1	1	2	1	12	1.151184932	12	2	2	3	80	1	69	1	0.501686976	1	 	 	1.151184932	0.458337767	0.773502884	1.919347302	 	1.151184932	1.151184932	1	115	150	0.766666667	12	1.151184932	0.06452978	0.139143999	0.913501353	0.237683579	2	2	1	14.4	8
12	2	0	1	0	1	103	1	19	1.63505761	12	2	2	3	80	0	2	1	0.501885481	1	 	 	1.63505761	0.458337767	0.773502884	1.919347302	 	1.63505761	1.63505761	1	115	150	0.766666667	19	1.63505761	0.06452978	0.139143999	1.36520981	0.2698478	3	3	1	14.4	8
13	3	1	1	1	1	1	2	8	0.266941648	13	3	2	3	98	0	64	1	0.451775936	0	 	 	0.266941648	0.382556036	0.692515271	1.64890536	 	0.266941648	0.266941648	0	115	150	0.766666667	8	0.266941648	0.066884024	0.049962383	0.585034579	-0.318092931	1	1	1	14.4	14
13	3	1	1	1	1	1	3	7	0.583998161	13	3	2	3	98	0	64	1	0.451775936	0	 	 	0.583998161	0.382556036	0.692515271	1.64890536	 	0.583998161	0.583998161	0	115	150	0.766666667	7	0.583998161	0.066884024	0.049962383	0.518150554	0.065847607	1	1	1	14.4	14
13	3	1	1	1	1	1	4	8	0.266959337	13	3	2	3	98	0	64	1	0.451775936	0	 	 	0.266959337	0.382556036	0.692515271	1.64890536	 	0.266959337	0.266959337	0	115	150	0.766666667	8	0.266959337	0.066884024	0.049962383	0.585034579	-0.318075242	1	1	1	14.4	14
13	3	1	1	1	1	1	5	14	0.26694375	13	3	2	3	98	0	64	1	0.451775936	0	 	 	0.26694375	0.382556036	0.692515271	1.64890536	 	0.26694375	0.26694375	0	115	150	0.766666667	14	0.26694375	0.066884024	0.049962383	0.986338725	-0.719394975	1	1	1	14.4	14
13	3	1	0	0	1	2	2	9	0.2836898	13	3	2	3	98	0	0	1	0.685418505	1	 	 	0.2836898	0.382556036	0.692515271	1.64890536	 	0.2836898	0.2836898	1	115	150	0.766666667	9	0.2836898	0.066884024	0.049962383	0.651918603	-0.368228803	2	2	1	14.4	14
13	3	1	0	0	1	2	3	6	0.734120217	13	3	2	3	98	0	0	1	0.685418505	1	 	 	0.734120217	0.382556036	0.692515271	1.64890536	 	0.734120217	0.734120217	1	115	150	0.766666667	6	0.734120217	0.066884024	0.049962383	0.45126653	0.282853687	2	2	1	14.4	14
13	3	1	0	0	1	2	4	11	0.733926779	13	3	2	3	98	0	0	1	0.685418505	1	 	 	0.733926779	0.382556036	0.692515271	1.64890536	 	0.733926779	0.733926779	1	115	150	0.766666667	11	0.733926779	0.066884024	0.049962383	0.785686652	-0.051759873	2	2	1	14.4	14
13	3	1	0	0	1	2	5	14	1.151295022	13	3	2	3	98	0	0	1	0.685418505	1	 	 	1.151295022	0.382556036	0.692515271	1.64890536	 	1.151295022	1.151295022	1	115	150	0.766666667	14	1.151295022	0.066884024	0.049962383	0.986338725	0.164956297	2	2	1	14.4	14
13	3	1	0	0	1	3	1	19	1.301349049	13	3	2	3	98	0	54	1	0.368431245	1	 	 	1.301349049	0.382556036	0.692515271	1.64890536	 	1.301349049	1.301349049	1	115	150	0.766666667	19	1.301349049	0.066884024	0.049962383	1.320758847	-0.019409798	3	3	1	14.4	14
13	3	1	0	0	1	3	2	6	0.216910382	13	3	2	3	98	0	54	1	0.368431245	1	 	 	0.216910382	0.382556036	0.692515271	1.64890536	 	0.216910382	0.216910382	1	115	150	0.766666667	6	0.216910382	0.066884024	0.049962383	0.45126653	-0.234356148	3	3	1	14.4	14
13	3	1	0	0	1	3	3	7	0.68407857	13	3	2	3	98	0	54	1	0.368431245	1	 	 	0.68407857	0.382556036	0.692515271	1.64890536	 	0.68407857	0.68407857	1	115	150	0.766666667	7	0.68407857	0.066884024	0.049962383	0.518150554	0.165928016	3	3	1	14.4	14
13	3	1	0	0	1	3	4	5	0.383755596	13	3	2	3	98	0	54	1	0.368431245	1	 	 	0.383755596	0.382556036	0.692515271	1.64890536	 	0.383755596	0.383755596	1	115	150	0.766666667	5	0.383755596	0.066884024	0.049962383	0.384382505	-0.000626909	3	3	1	14.4	14
13	3	1	0	0	1	3	5	4	0.366848421	13	3	2	3	98	0	54	1	0.368431245	1	 	 	0.366848421	0.382556036	0.692515271	1.64890536	 	0.366848421	0.366848421	1	115	150	0.766666667	4	0.366848421	0.066884024	0.049962383	0.317498481	0.04934994	3	3	1	14.4	14
13	3	1	1	1	1	4	1	16	1.401463572	13	3	2	3	98	0	68	1	0.451872507	1	 	 	1.401463572	0.382556036	0.692515271	1.64890536	 	1.401463572	1.401463572	1	115	150	0.766666667	16	1.401463572	0.066884024	0.049962383	1.120106774	0.281356798	4	4	1	14.4	14
13	3	1	1	1	1	4	2	5	0.250247181	13	3	2	3	98	0	68	1	0.451872507	1	 	 	0.250247181	0.382556036	0.692515271	1.64890536	 	0.250247181	0.250247181	1	115	150	0.766666667	5	0.250247181	0.066884024	0.049962383	0.384382505	-0.134135324	4	4	1	14.4	14
13	3	1	1	1	1	4	3	8	0.634049521	13	3	2	3	98	0	68	1	0.451872507	1	 	 	0.634049521	0.382556036	0.692515271	1.64890536	 	0.634049521	0.634049521	1	115	150	0.766666667	8	0.634049521	0.066884024	0.049962383	0.585034579	0.049014942	4	4	1	14.4	14
13	3	1	1	1	1	4	4	4	0.650719649	13	3	2	3	98	0	68	1	0.451872507	1	 	 	0.650719649	0.382556036	0.692515271	1.64890536	 	0.650719649	0.650719649	1	115	150	0.766666667	4	0.650719649	0.066884024	0.049962383	0.317498481	0.333221168	4	4	1	14.4	14
13	3	1	1	1	1	4	5	11	0.951061997	13	3	2	3	98	0	68	1	0.451872507	1	 	 	0.951061997	0.382556036	0.692515271	1.64890536	 	0.951061997	0.951061997	1	115	150	0.766666667	11	0.951061997	0.066884024	0.049962383	0.785686652	0.165375345	4	4	1	14.4	14
13	3	1	1	1	1	5	1	10	0.967632117	13	3	2	3	98	0	41	1	0.501849943	0	 	 	0.967632117	0.382556036	0.692515271	1.64890536	 	0.967632117	0.967632117	0	115	150	0.766666667	10	0.967632117	0.066884024	0.049962383	0.718802628	0.248829489	5	5	1	14.4	14
13	3	1	1	1	1	5	2	8	0.233584911	13	3	2	3	98	0	41	1	0.501849943	0	 	 	0.233584911	0.382556036	0.692515271	1.64890536	 	0.233584911	0.233584911	0	115	150	0.766666667	8	0.233584911	0.066884024	0.049962383	0.585034579	-0.351449668	5	5	1	14.4	14
13	3	1	1	1	1	5	3	6	0.617345037	13	3	2	3	98	0	41	1	0.501849943	0	 	 	0.617345037	0.382556036	0.692515271	1.64890536	 	0.617345037	0.617345037	0	115	150	0.766666667	6	0.617345037	0.066884024	0.049962383	0.45126653	0.166078507	5	5	1	14.4	14
13	3	1	1	1	1	5	4	8	0.533936808	13	3	2	3	98	0	41	1	0.501849943	0	 	 	0.533936808	0.382556036	0.692515271	1.64890536	 	0.533936808	0.533936808	0	115	150	0.766666667	8	0.533936808	0.066884024	0.049962383	0.585034579	-0.051097771	5	5	1	14.4	14
13	3	1	1	1	1	5	5	7	0.300332165	13	3	2	3	98	0	41	1	0.501849943	0	 	 	0.300332165	0.382556036	0.692515271	1.64890536	 	0.300332165	0.300332165	0	115	150	0.766666667	7	0.300332165	0.066884024	0.049962383	0.518150554	-0.217818389	5	5	1	14.4	14
13	3	1	0	0	1	6	1	10	0.967658833	13	3	2	3	98	0	50	1	0.401685539	1	 	 	0.967658833	0.382556036	0.692515271	1.64890536	 	0.967658833	0.967658833	1	115	150	0.766666667	10	0.967658833	0.066884024	0.049962383	0.718802628	0.248856205	6	6	1	14.4	14
13	3	1	0	0	1	6	2	8	0.233577975	13	3	2	3	98	0	50	1	0.401685539	1	 	 	0.233577975	0.382556036	0.692515271	1.64890536	 	0.233577975	0.233577975	1	115	150	0.766666667	8	0.233577975	0.066884024	0.049962383	0.585034579	-0.351456604	6	6	1	14.4	14
13	3	1	0	0	1	6	3	10	0.600669495	13	3	2	3	98	0	50	1	0.401685539	1	 	 	0.600669495	0.382556036	0.692515271	1.64890536	 	0.600669495	0.600669495	1	115	150	0.766666667	10	0.600669495	0.066884024	0.049962383	0.718802628	-0.118133133	6	6	1	14.4	14
13	3	1	0	0	1	6	4	5	0.650711374	13	3	2	3	98	0	50	1	0.401685539	1	 	 	0.650711374	0.382556036	0.692515271	1.64890536	 	0.650711374	0.650711374	1	115	150	0.766666667	5	0.650711374	0.066884024	0.049962383	0.384382505	0.266328869	6	6	1	14.4	14
13	3	1	0	0	1	6	5	11	0.600674577	13	3	2	3	98	0	50	1	0.401685539	1	 	 	0.600674577	0.382556036	0.692515271	1.64890536	 	0.600674577	0.600674577	1	115	150	0.766666667	11	0.600674577	0.066884024	0.049962383	0.785686652	-0.185012075	6	6	1	14.4	14
13	3	1	0	0	1	7	1	15	1.03437373	13	3	2	3	98	0	22	1	0.401783149	0	 	 	1.03437373	0.382556036	0.692515271	1.64890536	 	1.03437373	1.03437373	0	115	150	0.766666667	15	1.03437373	0.066884024	0.049962383	1.05322275	-0.01884902	7	7	1	14.4	14
13	3	1	0	0	1	7	2	4	0.233585662	13	3	2	3	98	0	22	1	0.401783149	0	 	 	0.233585662	0.382556036	0.692515271	1.64890536	 	0.233585662	0.233585662	0	115	150	0.766666667	4	0.233585662	0.066884024	0.049962383	0.317498481	-0.083912819	7	7	1	14.4	14
13	3	1	0	0	1	7	3	15	0.800886743	13	3	2	3	98	0	22	1	0.401783149	0	 	 	0.800886743	0.382556036	0.692515271	1.64890536	 	0.800886743	0.800886743	0	115	150	0.766666667	15	0.800886743	0.066884024	0.049962383	1.05322275	-0.252336007	7	7	1	14.4	14
