Participant	List	Ambiguity	PreIncongruent	IncongruentAmbiguous	Completed	Trial	Region	LengthofRegion	RT	Subject1	Group1	Level1	EITLevel1	EITScore1	Block1	PresentationOrder	FlankerCorrect	FlankerRT	ComprehensionCheckCorrect	TrimmingHigh	Trimming	NoZeroRTs	Sdev	mean	Max	Outliers	OutliersRemoved	OutliersRemoved	ComprehensionQuestionCalculator	SumCorrectby5	TotalAnswered	PercentCorrect	Length(x-axis)	RT(pre-lineoffit)	ResSlope	ResIntercept	ResExpected	Residual	JegerskiMcCormickStep1	JegerskiMcCormickStep2	JegerskiMcCormickStep3		
3	1	1	1	1	1	25	5	14	1.338567972	3	1	4	5	120	1	3	1	0.520474911	1	 	 	1.338567972	0.403219502	0.747315178	1.755363932	 	1.338567972	1.338567972	1	145	150	0.966666667	14	1.338567972	0.063725707	0.121916077	1.014075974	0.324491999	25	5	1	19	
3	1	1	0	0	1	26	1	15	1.135246038	3	1	4	5	120	1	67	1	0.386501074	1	 	 	1.135246038	0.403219502	0.747315178	1.755363932	 	1.135246038	1.135246038	1	145	150	0.966666667	15	1.135246038	0.063725707	0.121916077	1.07780168	0.057444358	26	6	1	19	
3	1	1	0	0	1	26	2	6	0.284476042	3	1	4	5	120	1	67	1	0.386501074	1	 	 	0.284476042	0.403219502	0.747315178	1.755363932	 	0.284476042	0.284476042	1	145	150	0.966666667	6	0.284476042	0.063725707	0.121916077	0.504270318	-0.219794277	26	6	1	19	
3	1	1	0	0	1	26	3	10	0.667825937	3	1	4	5	120	1	67	1	0.386501074	1	 	 	0.667825937	0.403219502	0.747315178	1.755363932	 	0.667825937	0.667825937	1	145	150	0.966666667	10	0.667825937	0.063725707	0.121916077	0.759173146	-0.091347209	26	6	1	19	
3	1	1	0	0	1	26	4	8	1.870638847	3	1	4	5	120	1	67	1	0.386501074	1	 	 	1.870638847	0.403219502	0.747315178	1.755363932	1	1.755363932	1.870638847	1	145	150	0.966666667	8	1.755363932	0.063725707	0.121916077	0.631721732	1.1236422	26	6	1	19	
3	1	1	0	0	1	26	5	6	0.636291027	3	1	4	5	120	1	67	1	0.386501074	1	 	 	0.636291027	0.403219502	0.747315178	1.755363932	 	0.636291027	0.636291027	1	145	150	0.966666667	6	0.636291027	0.063725707	0.121916077	0.504270318	0.132020709	26	6	1	19	
3	1	1	0	0	1	27	1	15	1.083790064	3	1	4	5	120	1	5	1	0.488584995	1	 	 	1.083790064	0.403219502	0.747315178	1.755363932	 	1.083790064	1.083790064	1	145	150	0.966666667	15	1.083790064	0.063725707	0.121916077	1.07780168	0.005988383	27	7	1	19	
3	1	1	0	0	1	27	2	5	0.184655905	3	1	4	5	120	1	5	1	0.488584995	1	 	 	0.184655905	0.403219502	0.747315178	1.755363932	 	0.184655905	0.184655905	1	145	150	0.966666667	5	0.184655905	0.063725707	0.121916077	0.440544612	-0.255888707	27	7	1	19	
3	1	1	0	0	1	27	3	8	0.566804886	3	1	4	5	120	1	5	1	0.488584995	1	 	 	0.566804886	0.403219502	0.747315178	1.755363932	 	0.566804886	0.566804886	1	145	150	0.966666667	8	0.566804886	0.063725707	0.121916077	0.631721732	-0.064916846	27	7	1	19	
3	1	1	0	0	1	27	4	4	0.369937181	3	1	4	5	120	1	5	1	0.488584995	1	 	 	0.369937181	0.403219502	0.747315178	1.755363932	 	0.369937181	0.369937181	1	145	150	0.966666667	4	0.369937181	0.063725707	0.121916077	0.376818905	-0.006881723	27	7	1	19	
3	1	1	0	0	1	27	5	9	0.866641045	3	1	4	5	120	1	5	1	0.488584995	1	 	 	0.866641045	0.403219502	0.747315178	1.755363932	 	0.866641045	0.866641045	1	145	150	0.966666667	9	0.866641045	0.063725707	0.121916077	0.695447439	0.171193606	27	7	1	19	
3	1	1	1	1	1	28	1	20	0.900156021	3	1	4	5	120	1	11	1	0.587832928	1	 	 	0.900156021	0.403219502	0.747315178	1.755363932	 	0.900156021	0.900156021	1	145	150	0.966666667	20	0.900156021	0.063725707	0.121916077	1.396430215	-0.496274194	28	8	1	19	
3	1	1	1	1	1	28	2	7	0.202207088	3	1	4	5	120	1	11	1	0.587832928	1	 	 	0.202207088	0.403219502	0.747315178	1.755363932	 	0.202207088	0.202207088	1	145	150	0.966666667	7	0.202207088	0.063725707	0.121916077	0.567996025	-0.365788937	28	8	1	19	
3	1	1	1	1	1	28	3	11	0.701788902	3	1	4	5	120	1	11	1	0.587832928	1	 	 	0.701788902	0.403219502	0.747315178	1.755363932	 	0.701788902	0.701788902	1	145	150	0.966666667	11	0.701788902	0.063725707	0.121916077	0.822898853	-0.121109951	28	8	1	19	
3	1	1	1	1	1	28	4	8	0.450984001	3	1	4	5	120	1	11	1	0.587832928	1	 	 	0.450984001	0.403219502	0.747315178	1.755363932	 	0.450984001	0.450984001	1	145	150	0.966666667	8	0.450984001	0.063725707	0.121916077	0.631721732	-0.180737731	28	8	1	19	
3	1	1	1	1	1	28	5	12	0.835383177	3	1	4	5	120	1	11	1	0.587832928	1	 	 	0.835383177	0.403219502	0.747315178	1.755363932	 	0.835383177	0.835383177	1	145	150	0.966666667	12	0.835383177	0.063725707	0.121916077	0.88662456	-0.051241383	28	8	1	19	
3	1	1	1	1	1	29	1	16	1.002353191	3	1	4	5	120	1	31	1	0.521658897	1	 	 	1.002353191	0.403219502	0.747315178	1.755363932	 	1.002353191	1.002353191	1	145	150	0.966666667	16	1.002353191	0.063725707	0.121916077	1.141527387	-0.139174196	29	9	1	19	
3	1	1	1	1	1	29	2	7	0.233556032	3	1	4	5	120	1	31	1	0.521658897	1	 	 	0.233556032	0.403219502	0.747315178	1.755363932	 	0.233556032	0.233556032	1	145	150	0.966666667	7	0.233556032	0.063725707	0.121916077	0.567996025	-0.334439993	29	9	1	19	
3	1	1	1	1	1	29	3	6	0.636935949	3	1	4	5	120	1	31	1	0.521658897	1	 	 	0.636935949	0.403219502	0.747315178	1.755363932	 	0.636935949	0.636935949	1	145	150	0.966666667	6	0.636935949	0.063725707	0.121916077	0.504270318	0.132665631	29	9	1	19	
3	1	1	1	1	1	29	4	5	0.184252977	3	1	4	5	120	1	31	1	0.521658897	1	 	 	0.184252977	0.403219502	0.747315178	1.755363932	 	0.184252977	0.184252977	1	145	150	0.966666667	5	0.184252977	0.063725707	0.121916077	0.440544612	-0.256291634	29	9	1	19	
3	1	1	1	1	1	29	5	18	1.270578861	3	1	4	5	120	1	31	1	0.521658897	1	 	 	1.270578861	0.403219502	0.747315178	1.755363932	 	1.270578861	1.270578861	1	145	150	0.966666667	18	1.270578861	0.063725707	0.121916077	1.268978801	0.00160006	29	9	1	19	
3	1	1	0	0	1	30	1	10	0.801453114	3	1	4	5	120	1	58	1	0.589055061	1	 	 	0.801453114	0.403219502	0.747315178	1.755363932	 	0.801453114	0.801453114	1	145	150	0.966666667	10	0.801453114	0.063725707	0.121916077	0.759173146	0.042279968	30	10	1	19	
3	1	1	0	0	1	30	2	6	0.384169102	3	1	4	5	120	1	58	1	0.589055061	1	 	 	0.384169102	0.403219502	0.747315178	1.755363932	 	0.384169102	0.384169102	1	145	150	0.966666667	6	0.384169102	0.063725707	0.121916077	0.504270318	-0.120101217	30	10	1	19	
3	1	1	0	0	1	30	3	8	0.584766865	3	1	4	5	120	1	58	1	0.589055061	1	 	 	0.584766865	0.403219502	0.747315178	1.755363932	 	0.584766865	0.584766865	1	145	150	0.966666667	8	0.584766865	0.063725707	0.121916077	0.631721732	-0.046954867	30	10	1	19	
3	1	1	0	0	1	30	4	9	1.052068949	3	1	4	5	120	1	58	1	0.589055061	1	 	 	1.052068949	0.403219502	0.747315178	1.755363932	 	1.052068949	1.052068949	1	145	150	0.966666667	9	1.052068949	0.063725707	0.121916077	0.695447439	0.35662151	30	10	1	19	
3	1	1	0	0	1	30	5	11	0.969933033	3	1	4	5	120	1	58	1	0.589055061	1	 	 	0.969933033	0.403219502	0.747315178	1.755363932	 	0.969933033	0.969933033	1	145	150	0.966666667	11	0.969933033	0.063725707	0.121916077	0.822898853	0.14703418	30	10	1	19	
3	1	0	1	0	1	102	1	12	1.102427006	3	1	4	5	120	1	66	1	0.405910015	1	 	 	1.102427006	0.403219502	0.747315178	1.755363932	 	1.102427006	1.102427006	1	145	150	0.966666667	12	1.102427006	0.063725707	0.121916077	0.88662456	0.215802446	2	2	1	10	
3	1	0	1	0	1	102	2	8	0.201265097	3	1	4	5	120	1	66	1	0.405910015	1	 	 	0.201265097	0.403219502	0.747315178	1.755363932	 	0.201265097	0.201265097	1	145	150	0.966666667	8	0.201265097	0.063725707	0.121916077	0.631721732	-0.430456636	2	2	1	10	
3	1	0	1	0	1	102	3	6	0.718588829	3	1	4	5	120	1	66	1	0.405910015	1	 	 	0.718588829	0.403219502	0.747315178	1.755363932	 	0.718588829	0.718588829	1	145	150	0.966666667	6	0.718588829	0.063725707	0.121916077	0.504270318	0.214318511	2	2	1	10	
3	1	0	1	0	1	102	4	7	0.668306112	3	1	4	5	120	1	66	1	0.405910015	1	 	 	0.668306112	0.403219502	0.747315178	1.755363932	 	0.668306112	0.668306112	1	145	150	0.966666667	7	0.668306112	0.063725707	0.121916077	0.567996025	0.100310087	2	2	1	10	
3	1	0	1	0	1	102	5	9	0.684442997	3	1	4	5	120	1	66	1	0.405910015	1	 	 	0.684442997	0.403219502	0.747315178	1.755363932	 	0.684442997	0.684442997	1	145	150	0.966666667	9	0.684442997	0.063725707	0.121916077	0.695447439	-0.011004442	2	2	1	10	
3	1	0	1	0	1	103	1	19	1.202121973	3	1	4	5	120	1	29	1	0.537844181	1	 	 	1.202121973	0.403219502	0.747315178	1.755363932	 	1.202121973	1.202121973	1	145	150	0.966666667	19	1.202121973	0.063725707	0.121916077	1.332704508	-0.130582535	3	3	1	10	
3	1	0	1	0	1	103	2	4	0.233896971	3	1	4	5	120	1	29	1	0.537844181	1	 	 	0.233896971	0.403219502	0.747315178	1.755363932	 	0.233896971	0.233896971	1	145	150	0.966666667	4	0.233896971	0.063725707	0.121916077	0.376818905	-0.142921934	3	3	1	10	
3	1	0	1	0	1	103	3	7	0.517976999	3	1	4	5	120	1	29	1	0.537844181	1	 	 	0.517976999	0.403219502	0.747315178	1.755363932	 	0.517976999	0.517976999	1	145	150	0.966666667	7	0.517976999	0.063725707	0.121916077	0.567996025	-0.050019026	3	3	1	10	
3	1	0	1	0	1	103	4	7	0.518235207	3	1	4	5	120	1	29	1	0.537844181	1	 	 	0.518235207	0.403219502	0.747315178	1.755363932	 	0.518235207	0.518235207	1	145	150	0.966666667	7	0.518235207	0.063725707	0.121916077	0.567996025	-0.049760819	3	3	1	10	
3	1	0	1	0	1	103	5	11	0.584072828	3	1	4	5	120	1	29	1	0.537844181	1	 	 	0.584072828	0.403219502	0.747315178	1.755363932	 	0.584072828	0.584072828	1	145	150	0.966666667	11	0.584072828	0.063725707	0.121916077	0.822898853	-0.238826025	3	3	1	10	
3	1	0	1	0	1	106	1	10	0.951364994	3	1	4	5	120	1	53	1	0.505280018	1	 	 	0.951364994	0.403219502	0.747315178	1.755363932	 	0.951364994	0.951364994	1	145	150	0.966666667	10	0.951364994	0.063725707	0.121916077	0.759173146	0.192191848	6	6	1	10	
3	1	0	1	0	1	106	2	5	0.267879009	3	1	4	5	120	1	53	1	0.505280018	1	 	 	0.267879009	0.403219502	0.747315178	1.755363932	 	0.267879009	0.267879009	1	145	150	0.966666667	5	0.267879009	0.063725707	0.121916077	0.440544612	-0.172665602	6	6	1	10	
3	1	0	1	0	1	106	3	10	0.682765961	3	1	4	5	120	1	53	1	0.505280018	1	 	 	0.682765961	0.403219502	0.747315178	1.755363932	 	0.682765961	0.682765961	1	145	150	0.966666667	10	0.682765961	0.063725707	0.121916077	0.759173146	-0.076407185	6	6	1	10	
3	1	0	1	0	1	106	4	5	0.871410131	3	1	4	5	120	1	53	1	0.505280018	1	 	 	0.871410131	0.403219502	0.747315178	1.755363932	 	0.871410131	0.871410131	1	145	150	0.966666667	5	0.871410131	0.063725707	0.121916077	0.440544612	0.43086552	6	6	1	10	
3	1	0	1	0	1	106	5	10	0.834599018	3	1	4	5	120	1	53	1	0.505280018	1	 	 	0.834599018	0.403219502	0.747315178	1.755363932	 	0.834599018	0.834599018	1	145	150	0.966666667	10	0.834599018	0.063725707	0.121916077	0.759173146	0.075425872	6	6	1	10	
3	1	0	1	0	1	107	1	15	0.98611784	3	1	4	5	120	1	10	1	0.473531008	1	 	 	0.98611784	0.403219502	0.747315178	1.755363932	 	0.98611784	0.98611784	1	145	150	0.966666667	15	0.98611784	0.063725707	0.121916077	1.07780168	-0.091683841	7	7	1	10	
3	1	0	1	0	1	107	2	6	0.216976166	3	1	4	5	120	1	10	1	0.473531008	1	 	 	0.216976166	0.403219502	0.747315178	1.755363932	 	0.216976166	0.216976166	1	145	150	0.966666667	6	0.216976166	0.063725707	0.121916077	0.504270318	-0.287294153	7	7	1	10	
3	1	0	1	0	1	107	3	15	0.83591485	3	1	4	5	120	1	10	1	0.473531008	1	 	 	0.83591485	0.403219502	0.747315178	1.755363932	 	0.83591485	0.83591485	1	145	150	0.966666667	15	0.83591485	0.063725707	0.121916077	1.07780168	-0.24188683	7	7	1	10	
3	1	0	1	0	1	107	4	8	0.850234985	3	1	4	5	120	1	10	1	0.473531008	1	 	 	0.850234985	0.403219502	0.747315178	1.755363932	 	0.850234985	0.850234985	1	145	150	0.966666667	8	0.850234985	0.063725707	0.121916077	0.631721732	0.218513253	7	7	1	10	
3	1	0	1	0	1	107	5	6	0.570611954	3	1	4	5	120	1	10	1	0.473531008	1	 	 	0.570611954	0.403219502	0.747315178	1.755363932	 	0.570611954	0.570611954	1	145	150	0.966666667	6	0.570611954	0.063725707	0.121916077	0.504270318	0.066341635	7	7	1	10	
3	1	0	1	0	1	110	1	19	0.968987942	3	1	4	5	120	1	68	1	0.452980995	1	 	 	0.968987942	0.403219502	0.747315178	1.755363932	 	0.968987942	0.968987942	1	145	150	0.966666667	19	0.968987942	0.063725707	0.121916077	1.332704508	-0.363716566	10	10	1	10	
3	1	0	1	0	1	110	2	8	0.45144105	3	1	4	5	120	1	68	1	0.452980995	1	 	 	0.45144105	0.403219502	0.747315178	1.755363932	 	0.45144105	0.45144105	1	145	150	0.966666667	8	0.45144105	0.063725707	0.121916077	0.631721732	-0.180280683	10	10	1	10	
3	1	0	1	0	1	110	3	8	0.433194876	3	1	4	5	120	1	68	1	0.452980995	1	 	 	0.433194876	0.403219502	0.747315178	1.755363932	 	0.433194876	0.433194876	1	145	150	0.966666667	8	0.433194876	0.063725707	0.121916077	0.631721732	-0.198526856	10	10	1	10	
3	1	0	1	0	1	110	4	6	0.199824095	3	1	4	5	120	1	68	1	0.452980995	1	 	 	0.199824095	0.403219502	0.747315178	1.755363932	 	0.199824095	0.199824095	1	145	150	0.966666667	6	0.199824095	0.063725707	0.121916077	0.504270318	-0.304446224	10	10	1	10	
3	1	0	1	0	1	110	5	23	1.538572073	3	1	4	5	120	1	68	1	0.452980995	1	 	 	1.538572073	0.403219502	0.747315178	1.755363932	 	1.538572073	1.538572073	1	145	150	0.966666667	23	1.538572073	0.063725707	0.121916077	1.587607336	-0.049035263	10	10	1	10	
3	1	0	1	0	1	121	1	12	1.352538109	3	1	4	5	120	0	53	1	0.522667885	1	 	 	1.352538109	0.403219502	0.747315178	1.755363932	 	1.352538109	1.352538109	1	145	150	0.966666667	12	1.352538109	0.063725707	0.121916077	0.88662456	0.465913549	21	1	1	10	
3	1	0	1	0	1	121	2	6	0.283840895	3	1	4	5	120	0	53	1	0.522667885	1	 	 	0.283840895	0.403219502	0.747315178	1.755363932	 	0.283840895	0.283840895	1	145	150	0.966666667	6	0.283840895	0.063725707	0.121916077	0.504270318	-0.220429424	21	1	1	10	
3	1	0	1	0	1	121	3	9	0.836418152	3	1	4	5	120	0	53	1	0.522667885	1	 	 	0.836418152	0.403219502	0.747315178	1.755363932	 	0.836418152	0.836418152	1	145	150	0.966666667	9	0.836418152	0.063725707	0.121916077	0.695447439	0.140970713	21	1	1	10	
3	1	0	1	0	1	121	4	6	0.667994022	3	1	4	5	120	0	53	1	0.522667885	1	 	 	0.667994022	0.403219502	0.747315178	1.755363932	 	0.667994022	0.667994022	1	145	150	0.966666667	6	0.667994022	0.063725707	0.121916077	0.504270318	0.163723704	21	1	1	10	
3	1	0	1	0	1	121	5	14	0.50144887	3	1	4	5	120	0	53	1	0.522667885	1	 	 	0.50144887	0.403219502	0.747315178	1.755363932	 	0.50144887	0.50144887	1	145	150	0.966666667	14	0.50144887	0.063725707	0.121916077	1.014075974	-0.512627104	21	1	1	10	
3	1	0	1	0	1	124	1	13	1.268697977	3	1	4	5	120	0	35	1	0.439127922	1	 	 	1.268697977	0.403219502	0.747315178	1.755363932	 	1.268697977	1.268697977	1	145	150	0.966666667	13	1.268697977	0.063725707	0.121916077	0.950350267	0.31834771	24	4	1	10	
3	1	0	1	0	1	124	2	11	0.669441938	3	1	4	5	120	0	35	1	0.439127922	1	 	 	0.669441938	0.403219502	0.747315178	1.755363932	 	0.669441938	0.669441938	1	145	150	0.966666667	11	0.669441938	0.063725707	0.121916077	0.822898853	-0.153456914	24	4	1	10	
3	1	0	1	0	1	124	3	7	0.734606981	3	1	4	5	120	0	35	1	0.439127922	1	 	 	0.734606981	0.403219502	0.747315178	1.755363932	 	0.734606981	0.734606981	1	145	150	0.966666667	7	0.734606981	0.063725707	0.121916077	0.567996025	0.166610956	24	4	1	10	
3	1	0	1	0	1	124	4	4	0.568421125	3	1	4	5	120	0	35	1	0.439127922	1	 	 	0.568421125	0.403219502	0.747315178	1.755363932	 	0.568421125	0.568421125	1	145	150	0.966666667	4	0.568421125	0.063725707	0.121916077	0.376818905	0.191602221	24	4	1	10	
3	1	0	1	0	1	124	5	19	2.02265501	3	1	4	5	120	0	35	1	0.439127922	1	 	 	2.02265501	0.403219502	0.747315178	1.755363932	1	1.755363932	2.02265501	1	145	150	0.966666667	19	1.755363932	0.063725707	0.121916077	1.332704508	0.422659424	24	4	1	10	
3	1	0	1	0	1	125	1	17	1.3694942	3	1	4	5	120	0	34	1	0.486093998	1	 	 	1.3694942	0.403219502	0.747315178	1.755363932	 	1.3694942	1.3694942	1	145	150	0.966666667	17	1.3694942	0.063725707	0.121916077	1.205253094	0.164241106	25	5	1	10	
3	1	0	1	0	1	125	2	10	0.301805973	3	1	4	5	120	0	34	1	0.486093998	1	 	 	0.301805973	0.403219502	0.747315178	1.755363932	 	0.301805973	0.301805973	1	145	150	0.966666667	10	0.301805973	0.063725707	0.121916077	0.759173146	-0.457367173	25	5	1	10	
3	1	0	1	0	1	125	3	8	0.851872921	3	1	4	5	120	0	34	1	0.486093998	1	 	 	0.851872921	0.403219502	0.747315178	1.755363932	 	0.851872921	0.851872921	1	145	150	0.966666667	8	0.851872921	0.063725707	0.121916077	0.631721732	0.220151189	25	5	1	10	
3	1	0	1	0	1	125	4	8	0.635273933	3	1	4	5	120	0	34	1	0.486093998	1	 	 	0.635273933	0.403219502	0.747315178	1.755363932	 	0.635273933	0.635273933	1	145	150	0.966666667	8	0.635273933	0.063725707	0.121916077	0.631721732	0.003552201	25	5	1	10	
3	1	0	1	0	1	125	5	14	1.705101013	3	1	4	5	120	0	34	1	0.486093998	1	 	 	1.705101013	0.403219502	0.747315178	1.755363932	 	1.705101013	1.705101013	1	145	150	0.966666667	14	1.705101013	0.063725707	0.121916077	1.014075974	0.69102504	25	5	1	10	
3	1	0	1	0	1	128	1	20	1.28625989	3	1	4	5	120	0	16	1	0.569026947	1	 	 	1.28625989	0.403219502	0.747315178	1.755363932	 	1.28625989	1.28625989	1	145	150	0.966666667	20	1.28625989	0.063725707	0.121916077	1.396430215	-0.110170325	28	8	1	10	
3	1	0	1	0	1	128	2	8	0.668354034	3	1	4	5	120	0	16	1	0.569026947	1	 	 	0.668354034	0.403219502	0.747315178	1.755363932	 	0.668354034	0.668354034	1	145	150	0.966666667	8	0.668354034	0.063725707	0.121916077	0.631721732	0.036632302	28	8	1	10	
3	1	0	1	0	1	128	3	11	1.170269012	3	1	4	5	120	0	16	1	0.569026947	1	 	 	1.170269012	0.403219502	0.747315178	1.755363932	 	1.170269012	1.170269012	1	145	150	0.966666667	11	1.170269012	0.063725707	0.121916077	0.822898853	0.34737016	28	8	1	10	
3	1	0	1	0	1	128	4	9	0.884227991	3	1	4	5	120	0	16	1	0.569026947	1	 	 	0.884227991	0.403219502	0.747315178	1.755363932	 	0.884227991	0.884227991	1	145	150	0.966666667	9	0.884227991	0.063725707	0.121916077	0.695447439	0.188780552	28	8	1	10	
3	1	0	1	0	1	128	5	5	0.953840017	3	1	4	5	120	0	16	1	0.569026947	1	 	 	0.953840017	0.403219502	0.747315178	1.755363932	 	0.953840017	0.953840017	1	145	150	0.966666667	5	0.953840017	0.063725707	0.121916077	0.440544612	0.513295406	28	8	1	10	
3	1	0	1	0	1	129	1	16	1.201557875	3	1	4	5	120	0	8	1	0.605244875	1	 	 	1.201557875	0.403219502	0.747315178	1.755363932	 	1.201557875	1.201557875	1	145	150	0.966666667	16	1.201557875	0.063725707	0.121916077	1.141527387	0.060030487	29	9	1	10	
3	1	0	1	0	1	129	2	6	0.251498938	3	1	4	5	120	0	8	1	0.605244875	1	 	 	0.251498938	0.403219502	0.747315178	1.755363932	 	0.251498938	0.251498938	1	145	150	0.966666667	6	0.251498938	0.063725707	0.121916077	0.504270318	-0.252771381	29	9	1	10	
3	1	0	1	0	1	129	3	6	0.600017071	3	1	4	5	120	0	8	1	0.605244875	1	 	 	0.600017071	0.403219502	0.747315178	1.755363932	 	0.600017071	0.600017071	1	145	150	0.966666667	6	0.600017071	0.063725707	0.121916077	0.504270318	0.095746752	29	9	1	10	
3	1	0	1	0	1	129	4	6	0.385987043	3	1	4	5	120	0	8	1	0.605244875	1	 	 	0.385987043	0.403219502	0.747315178	1.755363932	 	0.385987043	0.385987043	1	145	150	0.966666667	6	0.385987043	0.063725707	0.121916077	0.504270318	-0.118283275	29	9	1	10	
3	1	0	1	0	1	129	5	19	1.537203074	3	1	4	5	120	0	8	1	0.605244875	1	 	 	1.537203074	0.403219502	0.747315178	1.755363932	 	1.537203074	1.537203074	1	145	150	0.966666667	19	1.537203074	0.063725707	0.121916077	1.332704508	0.204498565	29	9	1	10	
4	3	1	1	1	1	1	1	12	1.118949175	4	3	4	5	120	0	2	1	0.584404945	1	 	 	1.118949175	0.406248005	0.709990319	1.725610331	 	1.118949175	1.118949175	1	135	150	0.9	12	1.118949175	0.077410905	-0.028754355	0.90017651	0.218772665	1	1	1	19	
4	3	1	1	1	1	1	2	8	0.284971952	4	3	4	5	120	0	2	1	0.584404945	1	 	 	0.284971952	0.406248005	0.709990319	1.725610331	 	0.284971952	0.284971952	1	135	150	0.9	8	0.284971952	0.077410905	-0.028754355	0.590532888	-0.305560936	1	1	1	19	
4	3	1	1	1	1	1	3	7	0.633068085	4	3	4	5	120	0	2	1	0.584404945	1	 	 	0.633068085	0.406248005	0.709990319	1.725610331	 	0.633068085	0.633068085	1	135	150	0.9	7	0.633068085	0.077410905	-0.028754355	0.513121983	0.119946102	1	1	1	19	
4	3	1	1	1	1	1	4	8	0.318706989	4	3	4	5	120	0	2	1	0.584404945	1	 	 	0.318706989	0.406248005	0.709990319	1.725610331	 	0.318706989	0.318706989	1	135	150	0.9	8	0.318706989	0.077410905	-0.028754355	0.590532888	-0.271825899	1	1	1	19	
4	3	1	1	1	1	1	5	14	0.319391966	4	3	4	5	120	0	2	1	0.584404945	1	 	 	0.319391966	0.406248005	0.709990319	1.725610331	 	0.319391966	0.319391966	1	135	150	0.9	14	0.319391966	0.077410905	-0.028754355	1.05499832	-0.735606355	1	1	1	19	
4	3	1	0	0	1	2	1	12	1.168917894	4	3	4	5	120	0	34	1	0.622823954	1	 	 	1.168917894	0.406248005	0.709990319	1.725610331	 	1.168917894	1.168917894	1	135	150	0.9	12	1.168917894	0.077410905	-0.028754355	0.90017651	0.268741385	2	2	1	19	
4	3	1	0	0	1	2	2	9	0.250137091	4	3	4	5	120	0	34	1	0.622823954	1	 	 	0.250137091	0.406248005	0.709990319	1.725610331	 	0.250137091	0.250137091	1	135	150	0.9	9	0.250137091	0.077410905	-0.028754355	0.667943793	-0.417806703	2	2	1	19	
4	3	1	0	0	1	2	3	6	0.568951845	4	3	4	5	120	0	34	1	0.622823954	1	 	 	0.568951845	0.406248005	0.709990319	1.725610331	 	0.568951845	0.568951845	1	135	150	0.9	6	0.568951845	0.077410905	-0.028754355	0.435711077	0.133240768	2	2	1	19	
4	3	1	0	0	1	2	4	11	0.583317995	4	3	4	5	120	0	34	1	0.622823954	1	 	 	0.583317995	0.406248005	0.709990319	1.725610331	 	0.583317995	0.583317995	1	135	150	0.9	11	0.583317995	0.077410905	-0.028754355	0.822765604	-0.239447609	2	2	1	19	
4	3	1	0	0	1	2	5	14	0.886860847	4	3	4	5	120	0	34	1	0.622823954	1	 	 	0.886860847	0.406248005	0.709990319	1.725610331	 	0.886860847	0.886860847	1	135	150	0.9	14	0.886860847	0.077410905	-0.028754355	1.05499832	-0.168137473	2	2	1	19	
4	3	1	0	0	1	3	1	19	1.387900829	4	3	4	5	120	0	62	1	0.637944221	1	 	 	1.387900829	0.406248005	0.709990319	1.725610331	 	1.387900829	1.387900829	1	135	150	0.9	19	1.387900829	0.077410905	-0.028754355	1.442052847	-0.054152018	3	3	1	19	
4	3	1	0	0	1	3	2	6	0.26665616	4	3	4	5	120	0	62	1	0.637944221	1	 	 	0.26665616	0.406248005	0.709990319	1.725610331	 	0.26665616	0.26665616	1	135	150	0.9	6	0.26665616	0.077410905	-0.028754355	0.435711077	-0.169054917	3	3	1	19	
4	3	1	0	0	1	3	3	7	0.518220901	4	3	4	5	120	0	62	1	0.637944221	1	 	 	0.518220901	0.406248005	0.709990319	1.725610331	 	0.518220901	0.518220901	1	135	150	0.9	7	0.518220901	0.077410905	-0.028754355	0.513121983	0.005098919	3	3	1	19	
4	3	1	0	0	1	3	4	5	0.284024954	4	3	4	5	120	0	62	1	0.637944221	1	 	 	0.284024954	0.406248005	0.709990319	1.725610331	 	0.284024954	0.284024954	1	135	150	0.9	5	0.284024954	0.077410905	-0.028754355	0.358300172	-0.074275218	3	3	1	19	
4	3	1	0	0	1	3	5	4	0.299499035	4	3	4	5	120	0	62	1	0.637944221	1	 	 	0.299499035	0.406248005	0.709990319	1.725610331	 	0.299499035	0.299499035	1	135	150	0.9	4	0.299499035	0.077410905	-0.028754355	0.280889266	0.018609768	3	3	1	19	
4	3	1	1	1	1	4	1	16	1.787531853	4	3	4	5	120	0	31	1	0.673810005	1	 	 	1.787531853	0.406248005	0.709990319	1.725610331	1	1.725610331	1.787531853	1	135	150	0.9	16	1.725610331	0.077410905	-0.028754355	1.209820131	0.5157902	4	4	1	19	
4	3	1	1	1	1	4	2	5	0.335168123	4	3	4	5	120	0	31	1	0.673810005	1	 	 	0.335168123	0.406248005	0.709990319	1.725610331	 	0.335168123	0.335168123	1	135	150	0.9	5	0.335168123	0.077410905	-0.028754355	0.358300172	-0.023132049	4	4	1	19	
4	3	1	1	1	1	4	3	8	0.635372877	4	3	4	5	120	0	31	1	0.673810005	1	 	 	0.635372877	0.406248005	0.709990319	1.725610331	 	0.635372877	0.635372877	1	135	150	0.9	8	0.635372877	0.077410905	-0.028754355	0.590532888	0.044839989	4	4	1	19	
4	3	1	1	1	1	4	4	4	0.63558507	4	3	4	5	120	0	31	1	0.673810005	1	 	 	0.63558507	0.406248005	0.709990319	1.725610331	 	0.63558507	0.63558507	1	135	150	0.9	4	0.63558507	0.077410905	-0.028754355	0.280889266	0.354695803	4	4	1	19	
