MatchingSection,ColumnA,ColumnF,ColumnJ,ColumnSemicolon,Translation,CorrectAnswer,Training,TrainingFull,imagename,Counterbalance,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeatTrainingloop.thisRepN,repeatTrainingloop.thisTrialN,repeatTrainingloop.thisN,repeatTrainingloop.thisIndex,learningLoop.thisRepN,learningLoop.thisTrialN,learningLoop.thisN,learningLoop.thisIndex,repeatloop.thisRepN,repeatloop.thisTrialN,repeatloop.thisN,repeatloop.thisIndex,loop1.thisRepN,loop1.thisTrialN,loop1.thisN,loop1.thisIndex,ContinueSpace.keys,ContinueSpace.rt,key_resp_3.keys,key_resp_3.rt,keyresponse4.keys,keyresponse4.corr,keyresponse4.rt,ContinueSpace2.keys,ContinueSpace2.rt,keyresponse.keys,keyresponse.corr,keyresponse.rt,key_resp_5.keys,key_resp_5.rt,participant,session,group,date,expName,frameRate,
fallar?,rellenar,resonar,fallar,buzón,to break down,j,None,fallar,fallar,1,0,0,0,0,0,0,0,0,0,11,11,10,,,,,,,,,,,space,2.506583636975847,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la banda?,resonar,lavaplatos,sonar,banda,"band, group",semicolon,None,banda,banda,1,0,0,0,0,0,0,0,0,0,12,12,20,,,,,,,,,,,space,1.4547797450213693,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
colocar?,enfriar,horno,aparcar,colocar,"to place, to hang",semicolon,None,colocar,colocar,1,0,0,0,0,0,0,0,0,0,13,13,18,,,,,,,,,,,space,1.6584352069767192,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
rellenar?,terminar,rellenar,buzón,brillar,to fill,f,None,rellenar,rellenar,1,0,0,0,0,0,0,0,0,0,14,14,5,,,,,,,,,,,space,3.676025934983045,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la pantalla?,cartera,pantalla,horno,fallar,screen,f,None,la pantalla,pantalla,1,0,0,0,0,0,0,0,0,0,15,15,6,,,,,,,,,,,space,4.178053277020808,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el cocinero?,cocinero,enfriar,colocar,pantalla,cook,a,None,el cocinero,cocinero,1,0,0,0,0,0,0,0,0,0,16,16,2,,,,,,,,,,,space,1.3583460800000466,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
enfriar?,aparcar,cartera,enfriar,lavaplatos,"to chill, to cool down",j,None,enfriar,enfriar,1,0,0,0,0,0,0,0,0,0,17,17,13,,,,,,,,,,,space,4.078282816975843,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
montar?,sonar,cocinero,brillar,montar,to assemble,semicolon,None,montar,montar,1,0,0,0,0,0,0,0,0,0,18,18,19,,,,,,,,,,,space,2.5442229449981824,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el pastel?,pastel,sonar,banda,aparcar,cake,a,None,el pastel,pastel,1,0,0,0,0,0,0,0,0,0,19,19,4,,,,,,,,,,,space,1.8413944200146943,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
brillar?,banda,brillar,pastel,enfriar,shine,f,None,brillar,brillar,1,0,0,0,0,0,0,0,0,0,20,20,9,,,,,,,,,,,space,1.0912324999808334,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,j,1,7.809281622990966,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
colocar?,enfriar,horno,aparcar,colocar,"to place, to hang",semicolon,None,colocar,colocar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,18,,,,,,,,space,3.4464711570180953,semicolon,1,17.4643093610066,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
rendirse?,mecánico,terminar,rendirse,cocinero,"to give up, to surrender",j,None,rendirse,rendirse,1,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,12,,,,,,,,,,j,1,7.440235837013461,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
aparcar?,montar,aparcar,lavaplatos,rendirse,park,f,None,aparcar,aparcar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,2,2,8,,,,,,,,,,f,1,2.3731481329887174,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el horno?,horno,rendirse,cartera,rellenar,oven,a,None,el horno,horno,1,0,0,0,0,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,a,1,2.075618973991368,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
fallar?,rellenar,resonar,fallar,buzón,to break down,j,None,fallar,fallar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,4,4,10,,,,,,,,,,j,1,2.0422939370037057,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el cocinero?,cocinero,enfriar,colocar,pantalla,cook,a,None,el cocinero,cocinero,1,0,0,0,0,,,,,,,,,0,0,0,0,0,5,5,2,,,,,,,,,,a,1,1.7923497600131668,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la pantalla?,cartera,pantalla,horno,fallar,screen,f,None,la pantalla,pantalla,1,0,0,0,0,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,f,1,2.0061827399767935,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el buzón?,buzón,adivinar,terminar,resonar,mailbox,a,None,el buzón,buzón,1,0,0,0,0,,,,,,,,,0,0,0,0,0,7,7,0,,,,,,,,,,a,1,1.1587709699524567,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
resonar?,brillar,colocar,resonar,pastel,"to resound, to resonate",j,None,resonar,resonar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,8,8,14,,,,,,,,,,j,1,1.4770922649768181,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
montar?,sonar,cocinero,brillar,montar,to assemble,semicolon,None,montar,montar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,9,9,19,,,,,,,,,,semicolon,1,4.268093755992595,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el pastel?,pastel,sonar,banda,aparcar,cake,a,None,el pastel,pastel,1,0,0,0,0,,,,,,,,,0,0,0,0,0,10,10,4,,,,,,,,,,a,1,1.121917675016448,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la cartera?,rendirse,buzón,mecánico,cartera,"wallet, handbag",semicolon,None,la cartera,cartera,1,0,0,0,0,,,,,,,,,0,0,0,0,0,11,11,17,,,,,,,,,,semicolon,1,1.6427906499593519,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
adivinar?,pantalla,fallar,adivinar,horno,to guess,j,None,adivinar,adivinar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,12,12,11,,,,,,,,,,j,1,2.1272150430013426,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el lavaplatos?,lavaplatos,pastel,montar,mecánico,dishwasher,a,None,el lavaplatos,lavaplatos,1,0,0,0,0,,,,,,,,,0,0,0,0,0,13,13,3,,,,,,,,,,a,1,1.490215972007718,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la banda?,resonar,lavaplatos,sonar,banda,"band, group",semicolon,None,banda,banda,1,0,0,0,0,,,,,,,,,0,0,0,0,0,14,14,20,,,,,,,,,,semicolon,1,1.50722097302787,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
rellenar?,terminar,rellenar,buzón,brillar,to fill,f,None,rellenar,rellenar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,15,15,5,,,,,,,,,,f,1,3.3437530579976737,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
terminar?,adivinar,banda,pantalla,terminar,to finish,semicolon,None,terminar,terminar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,semicolon,1,4.23227743501775,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
brillar?,banda,brillar,pastel,enfriar,shine,f,None,brillar,brillar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,17,17,9,,,,,,,,,,f,1,2.043957593035884,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
enfriar?,aparcar,cartera,enfriar,lavaplatos,"to chill, to cool down",j,None,enfriar,enfriar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,18,18,13,,,,,,,,,,j,1,1.8254751329659484,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el mecánico?,colocar,mecánico,cocinero,adivinar,mechanic,f,None,el mecánico,mecánico,1,0,0,0,0,,,,,,,,,0,0,0,0,0,19,19,7,,,,,,,,,,f,1,1.6760810150299221,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
sonar?,fallar,montar,rellenar,sonar,"to ring, to be heard",semicolon,None,sonar,sonar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,20,20,15,,,,,,,,,,semicolon,1,1.3590739899664186,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.816483055008575,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el cuaderno?,librero,sucio,cuaderno,jardinero,notebook,j,None,el cuaderno,cuaderno,1,1,0,1,0,0,0,0,0,0,0,0,11,,,,,,,,,,,space,6.856814925034996,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
saltar la cuerda?,renunciar,saltarlacuerda,maratón,cuaderno,to jump rope,f,None,saltar la cuerda,saltarlacuerda,1,1,0,1,0,0,0,0,0,0,1,1,6,,,,,,,,,,,space,1.508653389988467,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el abrigo?,carpeta,abrigo,biblia,porche,coat,f,None,el abrigo,abrigo,1,1,0,1,0,0,0,0,0,0,2,2,8,,,,,,,,,,,space,1.0864612700534053,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
algo sucio?,fregadero,biblia,saltarlacuerda,sucio,dirty,semicolon,None,sucio,sucio,1,1,0,1,0,0,0,0,0,0,3,3,16,,,,,,,,,,,space,1.157158667978365,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
vaciar?,cuaderno,escenario,planos,vaciar,to empty,semicolon,None,vaciar,vaciar,1,1,0,1,0,0,0,0,0,0,4,4,15,,,,,,,,,,,space,1.7588333819876425,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el diamante?,diamante,copa,escenario,abrigo,diamond,a,None,el diamante,diamante,1,1,0,1,0,0,0,0,0,0,5,5,3,,,,,,,,,,,space,0.9219273540074937,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el jardinero?,jardinero,fregadero,aviso,saltarlacuerda,gardener,a,None,el jardinero,jardinero,1,1,0,1,0,0,0,0,0,0,6,6,1,,,,,,,,,,,space,3.1630722179543227,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el aviso?,copa,jardinero,abrigo,aviso,warning,semicolon,None,el aviso,aviso,1,1,0,1,0,0,0,0,0,0,7,7,18,,,,,,,,,,,space,1.2376536669908091,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la maleta?,escenario,maleta,vaciar,copa,suitcase,f,None,la maleta,maleta,1,1,0,1,0,0,0,0,0,0,8,8,9,,,,,,,,,,,space,1.6093991430243477,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el fregadero?,abrigo,renunciar,fregadero,maratón,kitchen sink,j,None,el fregadero,fregadero,1,1,0,1,0,0,0,0,0,0,9,9,12,,,,,,,,,,,space,2.2782123499782756,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la copa?,planos,carpeta,copa,biblia,wineglass,j,None,la copa,copa,1,1,0,1,0,0,0,0,0,0,10,10,14,,,,,,,,,,,space,1.0905476050102152,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
las monedas?,saltarlacuerda,aviso,monedas,escalera,coins,j,None,las monedas,monedas,1,1,0,1,0,0,0,0,0,0,11,11,10,,,,,,,,,,,space,1.0407116749556735,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el maratón?,maratón,porche,carpeta,librero,marathon,a,None,el maratón,maratón,1,1,0,1,0,0,0,0,0,0,12,12,2,,,,,,,,,,,space,1.7051115619833581,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el librero?,aviso,librero,diamante,fregadero,shelf,f,None,el librero,librero,1,1,0,1,0,0,0,0,0,0,13,13,7,,,,,,,,,,,space,0.7743012650171295,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la carpeta?,vaciar,maratón,maleta,carpeta,folder,semicolon,None,la carpeta,carpeta,1,1,0,1,0,0,0,0,0,0,14,14,19,,,,,,,,,,,space,0.7520712719997391,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el escenario?,monedas,diamante,sucio,escenario,stage,semicolon,None,el escenario,escenario,1,1,0,1,0,0,0,0,0,0,15,15,20,,,,,,,,,,,space,1.0244843550026417,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la biblia?,biblia,vaciar,escalera,maleta,bible,a,None,la biblia,biblia,1,1,0,1,0,0,0,0,0,0,16,16,4,,,,,,,,,,,space,1.0409834849997424,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el porche?,maleta,monedas,porche,diamante,porch,j,None,el porche,porche,1,1,0,1,0,0,0,0,0,0,17,17,13,,,,,,,,,,,space,1.1242895750328898,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
renunciar?,porche,escalera,librero,renunciar,to quit,semicolon,None,renunciar,renunciar,1,1,0,1,0,0,0,0,0,0,18,18,17,,,,,,,,,,,space,2.323087039985694,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la escalera?,escalera,cuaderno,renunciar,planos,staircase,a,None,la escalera,escalera,1,1,0,1,0,0,0,0,0,0,19,19,0,,,,,,,,,,,space,1.202974570041988,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
los planos?,sucio,planos,jardinero,monedas,"plans, blueprints",f,None,los planos,planos,1,1,0,1,0,0,0,0,0,0,20,20,5,,,,,,,,,,,space,2.594984649971593,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,j,1,5.918023795005865,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la escalera?,escalera,cuaderno,renunciar,planos,staircase,a,None,la escalera,escalera,1,1,0,1,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,space,1.5260695929755457,a,1,1.6605737680220045,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el aviso?,copa,jardinero,abrigo,aviso,warning,semicolon,None,el aviso,aviso,1,1,0,1,0,,,,,,,,,0,0,0,0,0,1,1,18,,,,,,,,,,semicolon,1,1.4077973660314456,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el maratón?,maratón,porche,carpeta,librero,marathon,a,None,el maratón,maratón,1,1,0,1,0,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,a,1,2.1402092950302176,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el librero?,aviso,librero,diamante,fregadero,shelf,f,None,el librero,librero,1,1,0,1,0,,,,,,,,,0,0,0,0,0,3,3,7,,,,,,,,,,f,1,1.073311976972036,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el abrigo?,carpeta,abrigo,biblia,porche,coat,f,None,el abrigo,abrigo,1,1,0,1,0,,,,,,,,,0,0,0,0,0,4,4,8,,,,,,,,,,f,1,1.0913404899765737,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
renunciar?,porche,escalera,librero,renunciar,to quit,semicolon,None,renunciar,renunciar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,5,5,17,,,,,,,,,,semicolon,1,1.1889887919533066,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
algo sucio?,fregadero,biblia,saltarlacuerda,sucio,dirty,semicolon,None,sucio,sucio,1,1,0,1,0,,,,,,,,,0,0,0,0,0,6,6,16,,,,,,,,,,semicolon,1,1.8037845820072107,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el escenario?,monedas,diamante,sucio,escenario,stage,semicolon,None,el escenario,escenario,1,1,0,1,0,,,,,,,,,0,0,0,0,0,7,7,20,,,,,,,,,,semicolon,1,1.2072592549957335,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la maleta?,escenario,maleta,vaciar,copa,suitcase,f,None,la maleta,maleta,1,1,0,1,0,,,,,,,,,0,0,0,0,0,8,8,9,,,,,,,,,,f,1,1.6754804970114492,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la copa?,planos,carpeta,copa,biblia,wineglass,j,None,la copa,copa,1,1,0,1,0,,,,,,,,,0,0,0,0,0,9,9,14,,,,,,,,,,j,1,1.123462772986386,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el fregadero?,abrigo,renunciar,fregadero,maratón,kitchen sink,j,None,el fregadero,fregadero,1,1,0,1,0,,,,,,,,,0,0,0,0,0,10,10,12,,,,,,,,,,j,1,1.8400613800040446,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
saltar la cuerda?,renunciar,saltarlacuerda,maratón,cuaderno,to jump rope,f,None,saltar la cuerda,saltarlacuerda,1,1,0,1,0,,,,,,,,,0,0,0,0,0,11,11,6,,,,,,,,,,f,1,1.5409328030073084,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el porche?,maleta,monedas,porche,diamante,porch,j,None,el porche,porche,1,1,0,1,0,,,,,,,,,0,0,0,0,0,12,12,13,,,,,,,,,,j,1,1.1222248069825582,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
vaciar?,cuaderno,escenario,planos,vaciar,to empty,semicolon,None,vaciar,vaciar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,13,13,15,,,,,,,,,,semicolon,1,1.8727593899820931,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
las monedas?,saltarlacuerda,aviso,monedas,escalera,coins,j,None,las monedas,monedas,1,1,0,1,0,,,,,,,,,0,0,0,0,0,14,14,10,,,,,,,,,,j,1,1.1755990259698592,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el diamante?,diamante,copa,escenario,abrigo,diamond,a,None,el diamante,diamante,1,1,0,1,0,,,,,,,,,0,0,0,0,0,15,15,3,,,,,,,,,,a,1,1.0530872580129653,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el cuaderno?,librero,sucio,cuaderno,jardinero,notebook,j,None,el cuaderno,cuaderno,1,1,0,1,0,,,,,,,,,0,0,0,0,0,16,16,11,,,,,,,,,,j,1,2.0072400380158797,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
los planos?,sucio,planos,jardinero,monedas,"plans, blueprints",f,None,los planos,planos,1,1,0,1,0,,,,,,,,,0,0,0,0,0,17,17,5,,,,,,,,,,f,1,3.694105144997593,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
el jardinero?,jardinero,fregadero,aviso,saltarlacuerda,gardener,a,None,el jardinero,jardinero,1,1,0,1,0,,,,,,,,,0,0,0,0,0,18,18,1,,,,,,,,,,a,1,1.2742885100306012,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la carpeta?,vaciar,maratón,maleta,carpeta,folder,semicolon,None,la carpeta,carpeta,1,1,0,1,0,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,semicolon,1,2.607578960014507,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
la biblia?,biblia,vaciar,escalera,maleta,bible,a,None,la biblia,biblia,1,1,0,1,0,,,,,,,,,0,0,0,0,0,20,20,4,,,,,,,,,,a,1,0.9900370019604452,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,7,001,2,2018_Oct_02_1101,VocabTraining,59.59850383026508,
