MatchingSection,ColumnA,ColumnF,ColumnJ,ColumnSemicolon,Translation,CorrectAnswer,Training,TrainingFull,imagename,Counterbalance,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeatTrainingloop.thisRepN,repeatTrainingloop.thisTrialN,repeatTrainingloop.thisN,repeatTrainingloop.thisIndex,learningLoop.thisRepN,learningLoop.thisTrialN,learningLoop.thisN,learningLoop.thisIndex,repeatloop.thisRepN,repeatloop.thisTrialN,repeatloop.thisN,repeatloop.thisIndex,loop1.thisRepN,loop1.thisTrialN,loop1.thisN,loop1.thisIndex,ContinueSpace.keys,ContinueSpace.rt,key_resp_3.keys,key_resp_3.rt,keyresponse4.keys,keyresponse4.corr,keyresponse4.rt,ContinueSpace2.keys,ContinueSpace2.rt,keyresponse.keys,keyresponse.corr,keyresponse.rt,key_resp_5.keys,key_resp_5.rt,participant,session,group,date,expName,frameRate,
la copa?,planos,carpeta,copa,biblia,wineglass,j,None,la copa,copa,1,0,0,0,0,,,,,,,,,0,0,0,0,0,2,2,14,,,,,,,,,,j,1,1.7723965799668804,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el maratón?,maratón,porche,carpeta,librero,marathon,a,None,el maratón,maratón,1,0,0,0,0,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,a,1,1.3575383319985121,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el cuaderno?,librero,sucio,cuaderno,jardinero,notebook,j,None,el cuaderno,cuaderno,1,0,0,0,0,,,,,,,,,0,0,0,0,0,4,4,11,,,,,,,,,,j,1,2.178152431966737,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
renunciar?,porche,escalera,librero,renunciar,to quit,semicolon,None,renunciar,renunciar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,5,5,17,,,,,,,,,,semicolon,1,1.3211273420020007,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el fregadero?,abrigo,renunciar,fregadero,maratón,kitchen sink,j,None,el fregadero,fregadero,1,0,0,0,0,,,,,,,,,0,0,0,0,0,6,6,12,,,,,,,,,,j,1,2.2949913250049576,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el porche?,maleta,monedas,porche,diamante,porch,j,None,el porche,porche,1,0,0,0,0,,,,,,,,,0,0,0,0,0,7,7,13,,,,,,,,,,j,1,1.5256389370188117,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el diamante?,diamante,copa,escenario,abrigo,diamond,a,None,el diamante,diamante,1,0,0,0,0,,,,,,,,,0,0,0,0,0,8,8,3,,,,,,,,,,a,1,1.0906008899910375,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la carpeta?,vaciar,maratón,maleta,carpeta,folder,semicolon,None,la carpeta,carpeta,1,0,0,0,0,,,,,,,,,0,0,0,0,0,9,9,19,,,,,,,,,,semicolon,1,1.5219297549920157,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el escenario?,monedas,diamante,sucio,escenario,stage,semicolon,None,el escenario,escenario,1,0,0,0,0,,,,,,,,,0,0,0,0,0,10,10,20,,,,,,,,,,semicolon,1,1.2246663650148548,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
las monedas?,saltarlacuerda,aviso,monedas,escalera,coins,j,None,las monedas,monedas,1,0,0,0,0,,,,,,,,,0,0,0,0,0,11,11,10,,,,,,,,,,j,1,0.871215982013382,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
algo sucio?,fregadero,biblia,saltarlacuerda,sucio,dirty,semicolon,None,sucio,sucio,1,0,0,0,0,,,,,,,,,0,0,0,0,0,12,12,16,,,,,,,,,,semicolon,1,1.1574079849524423,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
los planos?,sucio,planos,jardinero,monedas,"plans, blueprints",f,None,los planos,planos,1,0,0,0,0,,,,,,,,,0,0,0,0,0,13,13,5,,,,,,,,,,f,1,1.5738461699802428,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el librero?,aviso,librero,diamante,fregadero,shelf,f,None,el librero,librero,1,0,0,0,0,,,,,,,,,0,0,0,0,0,14,14,7,,,,,,,,,,f,1,2.6118663320085034,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el jardinero?,jardinero,fregadero,aviso,saltarlacuerda,gardener,a,None,el jardinero,jardinero,1,0,0,0,0,,,,,,,,,0,0,0,0,0,15,15,1,,,,,,,,,,a,1,1.4246532549732365,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
vaciar?,cuaderno,escenario,planos,vaciar,to empty,semicolon,None,vaciar,vaciar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,16,16,15,,,,,,,,,,semicolon,1,1.1241320669651031,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la biblia?,biblia,vaciar,escalera,maleta,bible,a,None,la biblia,biblia,1,0,0,0,0,,,,,,,,,0,0,0,0,0,17,17,4,,,,,,,,,,a,1,0.9690857229870744,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el aviso?,copa,jardinero,abrigo,aviso,warning,semicolon,None,el aviso,aviso,1,0,0,0,0,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,semicolon,1,1.2420439919806086,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la escalera?,escalera,cuaderno,renunciar,planos,staircase,a,None,la escalera,escalera,1,0,0,0,0,,,,,,,,,0,0,0,0,0,19,19,0,,,,,,,,,,a,1,1.3240631219814532,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el abrigo?,carpeta,abrigo,biblia,porche,coat,f,None,el abrigo,abrigo,1,0,0,0,0,,,,,,,,,0,0,0,0,0,20,20,8,,,,,,,,,,f,1,1.1394423649762757,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.550409692979883,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el lavaplatos?,lavaplatos,pastel,montar,mecánico,dishwasher,a,None,el lavaplatos,lavaplatos,1,1,0,1,0,0,0,0,0,0,0,0,3,,,,,,,,,,,space,1.7054637630353682,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
aparcar?,montar,aparcar,lavaplatos,rendirse,park,f,None,aparcar,aparcar,1,1,0,1,0,0,0,0,0,0,1,1,8,,,,,,,,,,,space,1.4541029480169527,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
brillar?,banda,brillar,pastel,enfriar,shine,f,None,brillar,brillar,1,1,0,1,0,0,0,0,0,0,2,2,9,,,,,,,,,,,space,1.2735567779745907,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el pastel?,pastel,sonar,banda,aparcar,cake,a,None,el pastel,pastel,1,1,0,1,0,0,0,0,0,0,3,3,4,,,,,,,,,,,space,0.8896437849616632,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
enfriar?,aparcar,cartera,enfriar,lavaplatos,"to chill, to cool down",j,None,enfriar,enfriar,1,1,0,1,0,0,0,0,0,0,4,4,13,,,,,,,,,,,space,1.0734730379772373,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
rendirse?,mecánico,terminar,rendirse,cocinero,"to give up, to surrender",j,None,rendirse,rendirse,1,1,0,1,0,0,0,0,0,0,5,5,12,,,,,,,,,,,space,2.276728360040579,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la pantalla?,cartera,pantalla,horno,fallar,screen,f,None,la pantalla,pantalla,1,1,0,1,0,0,0,0,0,0,6,6,6,,,,,,,,,,,space,0.9575454620062374,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
adivinar?,pantalla,fallar,adivinar,horno,to guess,j,None,adivinar,adivinar,1,1,0,1,0,0,0,0,0,0,7,7,11,,,,,,,,,,,space,0.973240600025747,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
resonar?,brillar,colocar,resonar,pastel,"to resound, to resonate",j,None,resonar,resonar,1,1,0,1,0,0,0,0,0,0,8,8,14,,,,,,,,,,,space,1.4201816280256025,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
colocar?,enfriar,horno,aparcar,colocar,"to place, to hang",semicolon,None,colocar,colocar,1,1,0,1,0,0,0,0,0,0,9,9,18,,,,,,,,,,,space,1.5750711600412615,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
terminar?,adivinar,banda,pantalla,terminar,to finish,semicolon,None,terminar,terminar,1,1,0,1,0,0,0,0,0,0,10,10,16,,,,,,,,,,,space,1.0205955249839462,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el buzón?,buzón,adivinar,terminar,resonar,mailbox,a,None,el buzón,buzón,1,1,0,1,0,0,0,0,0,0,11,11,0,,,,,,,,,,,space,2.310560562007595,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
montar?,sonar,cocinero,brillar,montar,to assemble,semicolon,None,montar,montar,1,1,0,1,0,0,0,0,0,0,12,12,19,,,,,,,,,,,space,1.0074297350365669,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el horno?,horno,rendirse,cartera,rellenar,oven,a,None,el horno,horno,1,1,0,1,0,0,0,0,0,0,13,13,1,,,,,,,,,,,space,1.0392566670197994,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
fallar?,rellenar,resonar,fallar,buzón,to break down,j,None,fallar,fallar,1,1,0,1,0,0,0,0,0,0,14,14,10,,,,,,,,,,,space,1.1912165899993852,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el mecánico?,colocar,mecánico,cocinero,adivinar,mechanic,f,None,el mecánico,mecánico,1,1,0,1,0,0,0,0,0,0,15,15,7,,,,,,,,,,,space,1.040837355016265,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la banda?,resonar,lavaplatos,sonar,banda,"band, group",semicolon,None,banda,banda,1,1,0,1,0,0,0,0,0,0,16,16,20,,,,,,,,,,,space,0.987214210035745,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el cocinero?,cocinero,enfriar,colocar,pantalla,cook,a,None,el cocinero,cocinero,1,1,0,1,0,0,0,0,0,0,17,17,2,,,,,,,,,,,space,0.8070671550231054,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
sonar?,fallar,montar,rellenar,sonar,"to ring, to be heard",semicolon,None,sonar,sonar,1,1,0,1,0,0,0,0,0,0,18,18,15,,,,,,,,,,,space,1.2539928019978106,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
rellenar?,terminar,rellenar,buzón,brillar,to fill,f,None,rellenar,rellenar,1,1,0,1,0,0,0,0,0,0,19,19,5,,,,,,,,,,,space,1.9262964149820618,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la cartera?,rendirse,buzón,mecánico,cartera,"wallet, handbag",semicolon,None,la cartera,cartera,1,1,0,1,0,0,0,0,0,0,20,20,17,,,,,,,,,,,space,3.1082969380076975,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,j,1,3.3930010719923303,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
montar?,sonar,cocinero,brillar,montar,to assemble,semicolon,None,montar,montar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,0,0,19,,,,,,,,space,2.7408103800262325,semicolon,1,11.117538649996277,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
fallar?,rellenar,resonar,fallar,buzón,to break down,j,None,fallar,fallar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,1,1,10,,,,,,,,,,j,1,1.240495354984887,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el mecánico?,colocar,mecánico,cocinero,adivinar,mechanic,f,None,el mecánico,mecánico,1,1,0,1,0,,,,,,,,,0,0,0,0,0,2,2,7,,,,,,,,,,f,1,1.258273436978925,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
rendirse?,mecánico,terminar,rendirse,cocinero,"to give up, to surrender",j,None,rendirse,rendirse,1,1,0,1,0,,,,,,,,,0,0,0,0,0,3,3,12,,,,,,,,,,j,1,2.20715819101315,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el pastel?,pastel,sonar,banda,aparcar,cake,a,None,el pastel,pastel,1,1,0,1,0,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,a,1,1.1247375099919736,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
brillar?,banda,brillar,pastel,enfriar,shine,f,None,brillar,brillar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,5,5,9,,,,,,,,,,f,1,1.173727700021118,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
aparcar?,montar,aparcar,lavaplatos,rendirse,park,f,None,aparcar,aparcar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,6,6,8,,,,,,,,,,f,1,1.1906769280321896,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el lavaplatos?,lavaplatos,pastel,montar,mecánico,dishwasher,a,None,el lavaplatos,lavaplatos,1,1,0,1,0,,,,,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,a,1,0.90315573499538,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
sonar?,fallar,montar,rellenar,sonar,"to ring, to be heard",semicolon,None,sonar,sonar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,8,8,15,,,,,,,,,,semicolon,1,0.9545897020143457,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la banda?,resonar,lavaplatos,sonar,banda,"band, group",semicolon,None,banda,banda,1,1,0,1,0,,,,,,,,,0,0,0,0,0,9,9,20,,,,,,,,,,semicolon,1,1.270989489974454,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
terminar?,adivinar,banda,pantalla,terminar,to finish,semicolon,None,terminar,terminar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,10,10,16,,,,,,,,,,semicolon,1,1.4922740549664013,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el cocinero?,cocinero,enfriar,colocar,pantalla,cook,a,None,el cocinero,cocinero,1,1,0,1,0,,,,,,,,,0,0,0,0,0,11,11,2,,,,,,,,,,a,1,1.2047623050166294,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
resonar?,brillar,colocar,resonar,pastel,"to resound, to resonate",j,None,resonar,resonar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,12,12,14,,,,,,,,,,j,1,1.2037728870054707,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el horno?,horno,rendirse,cartera,rellenar,oven,a,None,el horno,horno,1,1,0,1,0,,,,,,,,,0,0,0,0,0,13,13,1,,,,,,,,,,a,1,1.6753482000203803,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la pantalla?,cartera,pantalla,horno,fallar,screen,f,None,la pantalla,pantalla,1,1,0,1,0,,,,,,,,,0,0,0,0,0,14,14,6,,,,,,,,,,f,1,1.0728732929565012,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
el buzón?,buzón,adivinar,terminar,resonar,mailbox,a,None,el buzón,buzón,1,1,0,1,0,,,,,,,,,0,0,0,0,0,15,15,0,,,,,,,,,,a,1,2.143599567003548,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
adivinar?,pantalla,fallar,adivinar,horno,to guess,j,None,adivinar,adivinar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,16,16,11,,,,,,,,,,j,1,1.3719138109590858,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
enfriar?,aparcar,cartera,enfriar,lavaplatos,"to chill, to cool down",j,None,enfriar,enfriar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,17,17,13,,,,,,,,,,j,1,1.1912531980196945,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
la cartera?,rendirse,buzón,mecánico,cartera,"wallet, handbag",semicolon,None,la cartera,cartera,1,1,0,1,0,,,,,,,,,0,0,0,0,0,18,18,17,,,,,,,,,,semicolon,1,1.2234699130058289,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
colocar?,enfriar,horno,aparcar,colocar,"to place, to hang",semicolon,None,colocar,colocar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,19,19,18,,,,,,,,,,semicolon,1,1.5411256679799408,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
rellenar?,terminar,rellenar,buzón,brillar,to fill,f,None,rellenar,rellenar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,20,20,5,,,,,,,,,,f,1,1.3713288769940846,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,11,001,1,2018_Oct_05_1245,VocabTraining,60.06225585527504,
