MatchingSection,ColumnA,ColumnF,ColumnJ,ColumnSemicolon,Translation,CorrectAnswer,Training,TrainingFull,imagename,Counterbalance,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeatTrainingloop.thisRepN,repeatTrainingloop.thisTrialN,repeatTrainingloop.thisN,repeatTrainingloop.thisIndex,learningLoop.thisRepN,learningLoop.thisTrialN,learningLoop.thisN,learningLoop.thisIndex,repeatloop.thisRepN,repeatloop.thisTrialN,repeatloop.thisN,repeatloop.thisIndex,loop1.thisRepN,loop1.thisTrialN,loop1.thisN,loop1.thisIndex,ContinueSpace.keys,ContinueSpace.rt,key_resp_3.keys,key_resp_3.rt,keyresponse4.keys,keyresponse4.corr,keyresponse4.rt,ContinueSpace2.keys,ContinueSpace2.rt,keyresponse.keys,keyresponse.corr,keyresponse.rt,key_resp_5.keys,key_resp_5.rt,participant,session,group,date,expName,frameRate,
el maratón?,maratón,porche,carpeta,librero,marathon,a,None,el maratón,maratón,1,0,0,0,0,,,,,,,,,0,0,0,0,0,12,12,2,,,,,,,,,,a,1,1.6588384580099955,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el cuaderno?,librero,sucio,cuaderno,jardinero,notebook,j,None,el cuaderno,cuaderno,1,0,0,0,0,,,,,,,,,0,0,0,0,0,13,13,11,,,,,,,,,,j,1,3.380171964992769,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el porche?,maleta,monedas,porche,diamante,porch,j,None,el porche,porche,1,0,0,0,0,,,,,,,,,0,0,0,0,0,14,14,13,,,,,,,,,,j,1,1.704347267979756,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el aviso?,copa,jardinero,abrigo,aviso,warning,semicolon,None,el aviso,aviso,1,0,0,0,0,,,,,,,,,0,0,0,0,0,15,15,18,,,,,,,,,,semicolon,1,1.5720823999727145,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el escenario?,monedas,diamante,sucio,escenario,stage,semicolon,None,el escenario,escenario,1,0,0,0,0,,,,,,,,,0,0,0,0,0,16,16,20,,,,,,,,,,semicolon,1,1.6736220000311732,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el jardinero?,jardinero,fregadero,aviso,saltarlacuerda,gardener,a,None,el jardinero,jardinero,1,0,0,0,0,,,,,,,,,0,0,0,0,0,17,17,1,,,,,,,,,,a,1,1.3376230269786902,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
la copa?,planos,carpeta,copa,biblia,wineglass,j,None,la copa,copa,1,0,0,0,0,,,,,,,,,0,0,0,0,0,18,18,14,,,,,,,,,,j,1,1.7758876899606548,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
las monedas?,saltarlacuerda,aviso,monedas,escalera,coins,j,None,las monedas,monedas,1,0,0,0,0,,,,,,,,,0,0,0,0,0,19,19,10,,,,,,,,,,j,1,1.436426299973391,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
vaciar?,cuaderno,escenario,planos,vaciar,to empty,semicolon,None,vaciar,vaciar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,20,20,15,,,,,,,,,,semicolon,1,1.3755301619530655,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.746767300006468,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
terminar?,adivinar,banda,pantalla,terminar,to finish,semicolon,None,terminar,terminar,1,1,0,1,0,0,0,0,0,0,0,0,16,,,,,,,,,,,space,3.7273608529940248,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
enfriar?,aparcar,cartera,enfriar,lavaplatos,"to chill, to cool down",j,None,enfriar,enfriar,1,1,0,1,0,0,0,0,0,0,1,1,13,,,,,,,,,,,space,3.7771001849905588,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
la banda?,resonar,lavaplatos,sonar,banda,"band, group",semicolon,None,banda,banda,1,1,0,1,0,0,0,0,0,0,2,2,20,,,,,,,,,,,space,4.846977807988878,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el horno?,horno,rendirse,cartera,rellenar,oven,a,None,el horno,horno,1,1,0,1,0,0,0,0,0,0,3,3,1,,,,,,,,,,,space,4.517497220018413,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
fallar?,rellenar,resonar,fallar,buzón,to break down,j,None,fallar,fallar,1,1,0,1,0,0,0,0,0,0,4,4,10,,,,,,,,,,,space,3.296863880008459,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
resonar?,brillar,colocar,resonar,pastel,"to resound, to resonate",j,None,resonar,resonar,1,1,0,1,0,0,0,0,0,0,5,5,14,,,,,,,,,,,space,4.764175574993715,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
brillar?,banda,brillar,pastel,enfriar,shine,f,None,brillar,brillar,1,1,0,1,0,0,0,0,0,0,6,6,9,,,,,,,,,,,space,1.9581394299748354,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el cocinero?,cocinero,enfriar,colocar,pantalla,cook,a,None,el cocinero,cocinero,1,1,0,1,0,0,0,0,0,0,7,7,2,,,,,,,,,,,space,1.8747904330375604,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
sonar?,fallar,montar,rellenar,sonar,"to ring, to be heard",semicolon,None,sonar,sonar,1,1,0,1,0,0,0,0,0,0,8,8,15,,,,,,,,,,,space,2.206911030050833,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el lavaplatos?,lavaplatos,pastel,montar,mecánico,dishwasher,a,None,el lavaplatos,lavaplatos,1,1,0,1,0,0,0,0,0,0,9,9,3,,,,,,,,,,,space,1.9417302799993195,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
colocar?,enfriar,horno,aparcar,colocar,"to place, to hang",semicolon,None,colocar,colocar,1,1,0,1,0,0,0,0,0,0,10,10,18,,,,,,,,,,,space,3.979227736010216,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
rendirse?,mecánico,terminar,rendirse,cocinero,"to give up, to surrender",j,None,rendirse,rendirse,1,1,0,1,0,0,0,0,0,0,11,11,12,,,,,,,,,,,space,3.5294119539903477,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el pastel?,pastel,sonar,banda,aparcar,cake,a,None,el pastel,pastel,1,1,0,1,0,0,0,0,0,0,12,12,4,,,,,,,,,,,space,2.4427543250494637,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el mecánico?,colocar,mecánico,cocinero,adivinar,mechanic,f,None,el mecánico,mecánico,1,1,0,1,0,0,0,0,0,0,13,13,7,,,,,,,,,,,space,2.8468011990189552,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el buzón?,buzón,adivinar,terminar,resonar,mailbox,a,None,el buzón,buzón,1,1,0,1,0,0,0,0,0,0,14,14,0,,,,,,,,,,,space,3.5841066230204888,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
la cartera?,rendirse,buzón,mecánico,cartera,"wallet, handbag",semicolon,None,la cartera,cartera,1,1,0,1,0,0,0,0,0,0,15,15,17,,,,,,,,,,,space,4.678822024958208,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
adivinar?,pantalla,fallar,adivinar,horno,to guess,j,None,adivinar,adivinar,1,1,0,1,0,0,0,0,0,0,16,16,11,,,,,,,,,,,space,3.078520733048208,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
aparcar?,montar,aparcar,lavaplatos,rendirse,park,f,None,aparcar,aparcar,1,1,0,1,0,0,0,0,0,0,17,17,8,,,,,,,,,,,space,2.862395669973921,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
la pantalla?,cartera,pantalla,horno,fallar,screen,f,None,la pantalla,pantalla,1,1,0,1,0,0,0,0,0,0,18,18,6,,,,,,,,,,,space,3.0758108220179565,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
rellenar?,terminar,rellenar,buzón,brillar,to fill,f,None,rellenar,rellenar,1,1,0,1,0,0,0,0,0,0,19,19,5,,,,,,,,,,,space,5.364655539975502,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
montar?,sonar,cocinero,brillar,montar,to assemble,semicolon,None,montar,montar,1,1,0,1,0,0,0,0,0,0,20,20,19,,,,,,,,,,,space,4.967794206982944,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,j,1,6.969291808025446,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
colocar?,enfriar,horno,aparcar,colocar,"to place, to hang",semicolon,None,colocar,colocar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,0,0,18,,,,,,,,space,2.3907646280131303,semicolon,1,4.048899365006946,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el lavaplatos?,lavaplatos,pastel,montar,mecánico,dishwasher,a,None,el lavaplatos,lavaplatos,1,1,0,1,0,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,a,1,1.542582132969983,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
la banda?,resonar,lavaplatos,sonar,banda,"band, group",semicolon,None,banda,banda,1,1,0,1,0,,,,,,,,,0,0,0,0,0,2,2,20,,,,,,,,,,semicolon,1,1.6247773729846813,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
montar?,sonar,cocinero,brillar,montar,to assemble,semicolon,None,montar,montar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,3,3,19,,,,,,,,,,semicolon,1,1.709440712002106,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
la pantalla?,cartera,pantalla,horno,fallar,screen,f,None,la pantalla,pantalla,1,1,0,1,0,,,,,,,,,0,0,0,0,0,4,4,6,,,,,,,,,,f,1,2.5100440940004773,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
enfriar?,aparcar,cartera,enfriar,lavaplatos,"to chill, to cool down",j,None,enfriar,enfriar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,5,5,13,,,,,,,,,,j,1,1.4106880629551597,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
terminar?,adivinar,banda,pantalla,terminar,to finish,semicolon,None,terminar,terminar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,6,6,16,,,,,,,,,,semicolon,1,2.6623468970065005,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
sonar?,fallar,montar,rellenar,sonar,"to ring, to be heard",semicolon,None,sonar,sonar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,7,7,15,,,,,,,,,,semicolon,1,1.4613611130043864,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
rellenar?,terminar,rellenar,buzón,brillar,to fill,f,None,rellenar,rellenar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,8,8,5,,,,,,,,,,f,1,1.656317377986852,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el mecánico?,colocar,mecánico,cocinero,adivinar,mechanic,f,None,el mecánico,mecánico,1,1,0,1,0,,,,,,,,,0,0,0,0,0,9,9,7,,,,,,,,,,f,1,1.357830422988627,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
resonar?,brillar,colocar,resonar,pastel,"to resound, to resonate",j,None,resonar,resonar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,10,10,14,,,,,,,,,,j,1,5.3860109350061975,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
rendirse?,mecánico,terminar,rendirse,cocinero,"to give up, to surrender",j,None,rendirse,rendirse,1,1,0,1,0,,,,,,,,,0,0,0,0,0,11,11,12,,,,,,,,,,j,1,2.424216102983337,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
fallar?,rellenar,resonar,fallar,buzón,to break down,j,None,fallar,fallar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,12,12,10,,,,,,,,,,j,1,1.4530793799785897,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
brillar?,banda,brillar,pastel,enfriar,shine,f,None,brillar,brillar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,13,13,9,,,,,,,,,,f,1,1.521987274987623,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el pastel?,pastel,sonar,banda,aparcar,cake,a,None,el pastel,pastel,1,1,0,1,0,,,,,,,,,0,0,0,0,0,14,14,4,,,,,,,,,,a,1,1.4699391879839823,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el buzón?,buzón,adivinar,terminar,resonar,mailbox,a,None,el buzón,buzón,1,1,0,1,0,,,,,,,,,0,0,0,0,0,15,15,0,,,,,,,,,,a,1,0.9235471099964343,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el cocinero?,cocinero,enfriar,colocar,pantalla,cook,a,None,el cocinero,cocinero,1,1,0,1,0,,,,,,,,,0,0,0,0,0,16,16,2,,,,,,,,,,a,1,1.2879402550170198,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
adivinar?,pantalla,fallar,adivinar,horno,to guess,j,None,adivinar,adivinar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,17,17,11,,,,,,,,,,j,1,1.7094533029594459,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
aparcar?,montar,aparcar,lavaplatos,rendirse,park,f,None,aparcar,aparcar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,18,18,8,,,,,,,,,,f,1,2.0293701099581085,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
la cartera?,rendirse,buzón,mecánico,cartera,"wallet, handbag",semicolon,None,la cartera,cartera,1,1,0,1,0,,,,,,,,,0,0,0,0,0,19,19,17,,,,,,,,,,semicolon,1,3.380007069965359,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
el horno?,horno,rendirse,cartera,rellenar,oven,a,None,el horno,horno,1,1,0,1,0,,,,,,,,,0,0,0,0,0,20,20,1,,,,,,,,,,a,1,1.7552018430433236,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,10,001,1,2018_Oct_04_1534,VocabTraining,59.802945455059294,
