MatchingSection,ColumnA,ColumnF,ColumnJ,ColumnSemicolon,Translation,CorrectAnswer,Training,TrainingFull,imagename,Counterbalance,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeatTrainingloop.thisRepN,repeatTrainingloop.thisTrialN,repeatTrainingloop.thisN,repeatTrainingloop.thisIndex,learningLoop.thisRepN,learningLoop.thisTrialN,learningLoop.thisN,learningLoop.thisIndex,repeatloop.thisRepN,repeatloop.thisTrialN,repeatloop.thisN,repeatloop.thisIndex,loop1.thisRepN,loop1.thisTrialN,loop1.thisN,loop1.thisIndex,ContinueSpace.keys,ContinueSpace.rt,key_resp_3.keys,key_resp_3.rt,keyresponse4.keys,keyresponse4.corr,keyresponse4.rt,ContinueSpace2.keys,ContinueSpace2.rt,keyresponse.keys,keyresponse.corr,keyresponse.rt,key_resp_5.keys,key_resp_5.rt,participant,session,group,date,expName,frameRate,
el abrigo?,carpeta,abrigo,biblia,porche,coat,f,None,el abrigo,abrigo,1,0,0,0,0,1,0,1,0,0,14,14,8,,,,,,,,,,,space,1.0208251849981025,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
algo sucio?,fregadero,biblia,saltarlacuerda,sucio,dirty,semicolon,None,sucio,sucio,1,0,0,0,0,1,0,1,0,0,15,15,16,,,,,,,,,,,space,0.6188544179894961,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la carpeta?,vaciar,maratón,maleta,carpeta,folder,semicolon,None,la carpeta,carpeta,1,0,0,0,0,1,0,1,0,0,16,16,19,,,,,,,,,,,space,0.7410842290264554,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el librero?,aviso,librero,diamante,fregadero,shelf,f,None,el librero,librero,1,0,0,0,0,1,0,1,0,0,17,17,7,,,,,,,,,,,space,1.8413952849805355,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
los planos?,sucio,planos,jardinero,monedas,"plans, blueprints",f,None,los planos,planos,1,0,0,0,0,1,0,1,0,0,18,18,5,,,,,,,,,,,space,0.8577676929999143,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el aviso?,copa,jardinero,abrigo,aviso,warning,semicolon,None,el aviso,aviso,1,0,0,0,0,1,0,1,0,0,19,19,18,,,,,,,,,,,space,0.7995398999773897,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el diamante?,diamante,copa,escenario,abrigo,diamond,a,None,el diamante,diamante,1,0,0,0,0,1,0,1,0,0,20,20,3,,,,,,,,,,,space,0.44215169601375237,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,j,1,1.741545650002081,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el cuaderno?,librero,sucio,cuaderno,jardinero,notebook,j,None,el cuaderno,cuaderno,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,11,,,,,,,,space,1.7919854069477879,j,1,11.078861519985367,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el abrigo?,carpeta,abrigo,biblia,porche,coat,f,None,el abrigo,abrigo,1,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,8,,,,,,,,,,f,1,1.858203495037742,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el maratón?,maratón,porche,carpeta,librero,marathon,a,None,el maratón,maratón,1,0,0,0,0,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,a,1,1.9269602299900725,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
algo sucio?,fregadero,biblia,saltarlacuerda,sucio,dirty,semicolon,None,sucio,sucio,1,0,0,0,0,,,,,,,,,0,0,0,0,0,3,3,16,,,,,,,,,,semicolon,1,2.159317457000725,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la maleta?,escenario,maleta,vaciar,copa,suitcase,f,None,la maleta,maleta,1,0,0,0,0,,,,,,,,,0,0,0,0,0,4,4,9,,,,,,,,,,f,1,2.225876182958018,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el aviso?,copa,jardinero,abrigo,aviso,warning,semicolon,None,el aviso,aviso,1,0,0,0,0,,,,,,,,,0,0,0,0,0,5,5,18,,,,,,,,,,semicolon,1,2.178821749985218,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
renunciar?,porche,escalera,librero,renunciar,to quit,semicolon,None,renunciar,renunciar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,6,6,17,,,,,,,,,,semicolon,1,1.956745462026447,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
vaciar?,cuaderno,escenario,planos,vaciar,to empty,semicolon,None,vaciar,vaciar,1,0,0,0,0,,,,,,,,,0,0,0,0,0,7,7,15,,,,,,,,,,semicolon,1,2.573340595001355,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la carpeta?,vaciar,maratón,maleta,carpeta,folder,semicolon,None,la carpeta,carpeta,1,0,0,0,0,,,,,,,,,0,0,0,0,0,8,8,19,,,,,,,,,,semicolon,1,1.3602655419963412,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el librero?,aviso,librero,diamante,fregadero,shelf,f,None,el librero,librero,1,0,0,0,0,,,,,,,,,0,0,0,0,0,9,9,7,,,,,,,,,,f,1,1.7585644280188717,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el escenario?,monedas,diamante,sucio,escenario,stage,semicolon,None,el escenario,escenario,1,0,0,0,0,,,,,,,,,0,0,0,0,0,10,10,20,,,,,,,,,,semicolon,1,1.475373595021665,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el jardinero?,jardinero,fregadero,aviso,saltarlacuerda,gardener,a,None,el jardinero,jardinero,1,0,0,0,0,,,,,,,,,0,0,0,0,0,11,11,1,,,,,,,,,,a,1,1.6253039379953407,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la escalera?,escalera,cuaderno,renunciar,planos,staircase,a,None,la escalera,escalera,1,0,0,0,0,,,,,,,,,0,0,0,0,0,12,12,0,,,,,,,,,,a,1,1.8406781060039066,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la biblia?,biblia,vaciar,escalera,maleta,bible,a,None,la biblia,biblia,1,0,0,0,0,,,,,,,,,0,0,0,0,0,13,13,4,,,,,,,,,,a,1,1.1954696269822307,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
las monedas?,saltarlacuerda,aviso,monedas,escalera,coins,j,None,las monedas,monedas,1,0,0,0,0,,,,,,,,,0,0,0,0,0,14,14,10,,,,,,,,,,j,1,1.7732275240123272,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el porche?,maleta,monedas,porche,diamante,porch,j,None,el porche,porche,1,0,0,0,0,,,,,,,,,0,0,0,0,0,15,15,13,,,,,,,,,,j,1,1.7875267950003035,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
los planos?,sucio,planos,jardinero,monedas,"plans, blueprints",f,None,los planos,planos,1,0,0,0,0,,,,,,,,,0,0,0,0,0,16,16,5,,,,,,,,,,f,1,1.5393849860411137,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el diamante?,diamante,copa,escenario,abrigo,diamond,a,None,el diamante,diamante,1,0,0,0,0,,,,,,,,,0,0,0,0,0,17,17,3,,,,,,,,,,a,1,1.2534957670141011,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la copa?,planos,carpeta,copa,biblia,wineglass,j,None,la copa,copa,1,0,0,0,0,,,,,,,,,0,0,0,0,0,18,18,14,,,,,,,,,,j,1,1.7379180769785307,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
saltar la cuerda?,renunciar,saltarlacuerda,maratón,cuaderno,to jump rope,f,None,saltar la cuerda,saltarlacuerda,1,0,0,0,0,,,,,,,,,0,0,0,0,0,19,19,6,,,,,,,,,,f,1,1.7570669319829904,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el fregadero?,abrigo,renunciar,fregadero,maratón,kitchen sink,j,None,el fregadero,fregadero,1,0,0,0,0,,,,,,,,,0,0,0,0,0,20,20,12,,,,,,,,,,j,1,3.5276403790339828,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.794293507002294,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la cartera?,rendirse,buzón,mecánico,cartera,"wallet, handbag",semicolon,None,la cartera,cartera,1,1,0,1,0,0,0,0,0,0,0,0,17,,,,,,,,,,,space,2.6980287129990757,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la pantalla?,cartera,pantalla,horno,fallar,screen,f,None,la pantalla,pantalla,1,1,0,1,0,0,0,0,0,0,1,1,6,,,,,,,,,,,space,0.8073745929868892,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la banda?,resonar,lavaplatos,sonar,banda,"band, group",semicolon,None,banda,banda,1,1,0,1,0,0,0,0,0,0,2,2,20,,,,,,,,,,,space,1.1716864979825914,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el mecánico?,colocar,mecánico,cocinero,adivinar,mechanic,f,None,el mecánico,mecánico,1,1,0,1,0,0,0,0,0,0,3,3,7,,,,,,,,,,,space,1.0393844830105081,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
aparcar?,montar,aparcar,lavaplatos,rendirse,park,f,None,aparcar,aparcar,1,1,0,1,0,0,0,0,0,0,4,4,8,,,,,,,,,,,space,1.2201933159958571,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el cocinero?,cocinero,enfriar,colocar,pantalla,cook,a,None,el cocinero,cocinero,1,1,0,1,0,0,0,0,0,0,5,5,2,,,,,,,,,,,space,0.8541594339767471,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
rellenar?,terminar,rellenar,buzón,brillar,to fill,f,None,rellenar,rellenar,1,1,0,1,0,0,0,0,0,0,6,6,5,,,,,,,,,,,space,1.4422280699945986,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
rendirse?,mecánico,terminar,rendirse,cocinero,"to give up, to surrender",j,None,rendirse,rendirse,1,1,0,1,0,0,0,0,0,0,7,7,12,,,,,,,,,,,space,1.307996120012831,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
adivinar?,pantalla,fallar,adivinar,horno,to guess,j,None,adivinar,adivinar,1,1,0,1,0,0,0,0,0,0,8,8,11,,,,,,,,,,,space,2.3766554329777136,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
enfriar?,aparcar,cartera,enfriar,lavaplatos,"to chill, to cool down",j,None,enfriar,enfriar,1,1,0,1,0,0,0,0,0,0,9,9,13,,,,,,,,,,,space,1.5564114509616047,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el lavaplatos?,lavaplatos,pastel,montar,mecánico,dishwasher,a,None,el lavaplatos,lavaplatos,1,1,0,1,0,0,0,0,0,0,10,10,3,,,,,,,,,,,space,1.438713937997818,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
resonar?,brillar,colocar,resonar,pastel,"to resound, to resonate",j,None,resonar,resonar,1,1,0,1,0,0,0,0,0,0,11,11,14,,,,,,,,,,,space,1.7892581910127774,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el horno?,horno,rendirse,cartera,rellenar,oven,a,None,el horno,horno,1,1,0,1,0,0,0,0,0,0,12,12,1,,,,,,,,,,,space,0.9741037649801001,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
brillar?,banda,brillar,pastel,enfriar,shine,f,None,brillar,brillar,1,1,0,1,0,0,0,0,0,0,13,13,9,,,,,,,,,,,space,0.804084537026938,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
sonar?,fallar,montar,rellenar,sonar,"to ring, to be heard",semicolon,None,sonar,sonar,1,1,0,1,0,0,0,0,0,0,14,14,15,,,,,,,,,,,space,0.7737339350278489,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el buzón?,buzón,adivinar,terminar,resonar,mailbox,a,None,el buzón,buzón,1,1,0,1,0,0,0,0,0,0,15,15,0,,,,,,,,,,,space,2.846407859993633,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
montar?,sonar,cocinero,brillar,montar,to assemble,semicolon,None,montar,montar,1,1,0,1,0,0,0,0,0,0,16,16,19,,,,,,,,,,,space,1.9072194449836388,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
terminar?,adivinar,banda,pantalla,terminar,to finish,semicolon,None,terminar,terminar,1,1,0,1,0,0,0,0,0,0,17,17,16,,,,,,,,,,,space,1.064563157968223,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
colocar?,enfriar,horno,aparcar,colocar,"to place, to hang",semicolon,None,colocar,colocar,1,1,0,1,0,0,0,0,0,0,18,18,18,,,,,,,,,,,space,2.0933998199761845,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el pastel?,pastel,sonar,banda,aparcar,cake,a,None,el pastel,pastel,1,1,0,1,0,0,0,0,0,0,19,19,4,,,,,,,,,,,space,0.9891277150018141,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
fallar?,rellenar,resonar,fallar,buzón,to break down,j,None,fallar,fallar,1,1,0,1,0,0,0,0,0,0,20,20,10,,,,,,,,,,,space,1.791831340000499,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,j,1,2.5902720550075173,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
terminar?,adivinar,banda,pantalla,terminar,to finish,semicolon,None,terminar,terminar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,0,0,16,,,,,,,,space,1.2546806950122118,semicolon,1,4.197013241995592,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
rendirse?,mecánico,terminar,rendirse,cocinero,"to give up, to surrender",j,None,rendirse,rendirse,1,1,0,1,0,,,,,,,,,0,0,0,0,0,1,1,12,,,,,,,,,,j,1,3.7662944850162603,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la banda?,resonar,lavaplatos,sonar,banda,"band, group",semicolon,None,banda,banda,1,1,0,1,0,,,,,,,,,0,0,0,0,0,2,2,20,,,,,,,,,,semicolon,1,3.477395894995425,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
rellenar?,terminar,rellenar,buzón,brillar,to fill,f,None,rellenar,rellenar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,f,1,1.9399334520567209,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
resonar?,brillar,colocar,resonar,pastel,"to resound, to resonate",j,None,resonar,resonar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,4,4,14,,,,,,,,,,j,1,1.624950985016767,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el mecánico?,colocar,mecánico,cocinero,adivinar,mechanic,f,None,el mecánico,mecánico,1,1,0,1,0,,,,,,,,,0,0,0,0,0,5,5,7,,,,,,,,,,f,1,2.127116177987773,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la cartera?,rendirse,buzón,mecánico,cartera,"wallet, handbag",semicolon,None,la cartera,cartera,1,1,0,1,0,,,,,,,,,0,0,0,0,0,6,6,17,,,,,,,,,,semicolon,1,3.597439295030199,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
aparcar?,montar,aparcar,lavaplatos,rendirse,park,f,None,aparcar,aparcar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,7,7,8,,,,,,,,,,f,1,2.5255943589727394,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
sonar?,fallar,montar,rellenar,sonar,"to ring, to be heard",semicolon,None,sonar,sonar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,8,8,15,,,,,,,,,,semicolon,1,1.657895329000894,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
